planet_key,planet_name,planet_status,discovered,publication,detection_type,mass_detection_type,radius_detection_type,molecules,alternate_names,row_current,current_as_of,row_expired_date
6670,Kepler-851 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19384326+4908245 b, K01441.01, KIC 11356260 b, KOI-1441 b, KOI-1441.01, WISE J193843.25+490824.5 b",True,2022-05-01,
6671,Kepler-852 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19493398+4833384 b, K01444.01, KIC 11043167 b, KOI-1444 b, KOI-1444.01, WISE J194933.98+483338.5 b",True,2022-05-01,
6672,Kepler-853 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18554483+4906371 b, K01445.01, KIC 11336883 b, KOI-1445 b, KOI-1445.01, WISE J185544.83+490637.0 b",True,2022-05-01,
6673,Kepler-854 b,Controversial,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19332431+4308047 b, K01450.01, KIC 7532973 b, KOI-1450 b, KOI-1450.01, WISE J193324.30+430804.5 b",True,2022-05-01,
6674,Kepler-855 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19402279+4332153 b, K01456.01, KIC 7832356 b, KOI-1456 b, KOI-1456.01, WISE J194022.79+433215.3 b",True,2022-05-01,
6675,Kepler-856 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19182492+4618538 b, K01457.01, KIC 9643874 b, KOI-1457 b, KOI-1457.01, WISE J191824.93+461853.7 b",True,2022-05-01,
6676,OGLE-2012-BLG-0724L b,Confirmed,2016.0,Published in a refereed paper,Microlensing,Microlensing,,,None,True,2022-05-01,
6677,Kepler-857 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19383177+4324016 b, K01472.01, KIC 7761545 b, KOI-1472 b, KOI-1472.01, WISE J193831.78+432401.8 b",True,2022-05-01,
6678,Kepler-858 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19152367+5112325 b, K01478.01, KIC 12403119 b, KOI-1478 b, KOI-1478.01, WISE J191523.70+511232.5 b",True,2022-05-01,
6679,Kepler-859 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19065804+4311243 b, K01480.01, KIC 7512982 b, KOI-1480 b, KOI-1480.01, WISE J190658.04+431124.3 b",True,2022-05-01,
6680,Kepler-86 b,Confirmed,2013.0,Published in a refereed paper,Primary Transit,Spectrum,,,"KIC-12735740 b, PH-2 b",True,2022-05-01,
6681,Kepler-860 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19421854+4615170 b, K01481.01, KIC 9597806 b, KOI-1481 b, KOI-1481.01, WISE J194218.54+461516.9 b",True,2022-05-01,
6682,Kepler-861 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19292494+4613346 b, K01488.01, KIC 9589323 b, KOI-1488 b, KOI-1488.01",True,2022-05-01,
6683,Kepler-862 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19510702+4629338 b, K01491.01, KIC 9726659 b, KOI-1491 b, KOI-1491.01, WISE J195107.02+462933.8 b",True,2022-05-01,
6684,Kepler-863 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19503948+4314562 b, K01495.01, KIC 7629518 b, KOI-1495 b, KOI-1495.01, WISE J195039.47+431456.1 b",True,2022-05-01,
6685,Kepler-864 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19001370+4619144 b, K01498.01, KIC 9636135 b, KOI-1498 b, KOI-1498.01, WISE J190013.70+461914.2 b",True,2022-05-01,
6686,Kepler-865 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19505382+4331387 b, K01499.01, KIC 7841925 b, KOI-1499 b, KOI-1499.01, WISE J195053.81+433138.3 b",True,2022-05-01,
6687,Kepler-866 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19202936+4305080 b, K01501.01, KIC 7439316 b, KOI-1501 b, KOI-1501.01, WISE J192029.34+430507.6 b",True,2022-05-01,
6688,Kepler-867 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19090847+5114599 b, K01503.01, KIC 12400538 b, KOI-1503 b, KOI-1503.01, WISE J190908.47+511459.8 b",True,2022-05-01,
6689,Kepler-868 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18492724+4640308 b, K01505.01, KIC 9813499 b, KOI-1505 b, KOI-1505.01, WISE J184927.24+464030.8 b",True,2022-05-01,
6690,Kepler-869 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19174190+5059388 b, K01506.01, KIC 12254792 b, KOI-1506 b, KOI-1506.01, WISE J191741.88+505938.9 b",True,2022-05-01,
6691,Kepler-87 b,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J19514005+4657544 b, K01574.01, KIC 10028792 b, KOI-1574 b, KOI-1574.01, WISE J195140.04+465754.4  b",True,2022-05-01,
6692,Kepler-87 c,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J19514005+4657544 c, K01574.02, KIC 10028792 c, KOI-1574 c, KOI-1574.02, WISE J195140.04+465754.4  c",True,2022-05-01,
6693,Kepler-870 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19413661+5028430 b, K01507.01, KIC 12020218 b, KOI-1507 b, KOI-1507.01, WISE J194136.62+502842.8 b",True,2022-05-01,
6694,Kepler-871 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19380650+4322053 b, K01508.01, KIC 7690844 b, KOI-1508 b, KOI-1508.01",True,2022-05-01,
6695,Kepler-872 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19414019+4336203 b, K01511.01, KIC 7901948 b, KOI-1511 b, KOI-1511.01, WISE J194140.19+433620.2 b",True,2022-05-01,
6696,Kepler-873 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19453677+5116168 b, K01516.01, KIC 12418724 b, KOI-1516 b, KOI-1516.01, WISE J194536.75+511616.6 b",True,2022-05-01,
6697,Kepler-874 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19394964+4300515 b, K01517.01, KIC 7456001 b, KOI-1517 b, KOI-1517.01, WISE J193949.65+430051.4 b",True,2022-05-01,
6698,Kepler-875 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19491231+4308307 b, K01518.01, KIC 7549209 b, KOI-1518 b, KOI-1518.01, WISE J194912.31+430830.5 b",True,2022-05-01,
6699,Kepler-876 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18535476+4323016 b, K01519.01, KIC 7663405 b, KOI-1519 b, KOI-1519.01, WISE J185354.77+432301.5 b",True,2022-05-01,
6700,Kepler-877 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19192619+4631216 b, K01520.01, KIC 9765975 b, KOI-1520 b, KOI-1520.01, WISE J191926.17+463121.7 b",True,2022-05-01,
6701,Kepler-878 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19011108+4636123 b, K01521.01, KIC 9818462 b, KOI-1521 b, KOI-1521.01, WISE J190111.10+463612.4 b",True,2022-05-01,
6702,Kepler-879 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19431357+5054352 b, K01522.01, KIC 12266636 b, KOI-1522 b, KOI-1522.01, WISE J194313.57+505435.1 b",True,2022-05-01,
6703,Kepler-88 d,Confirmed,2020.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,"2MASS J19243554+4040098 d, KIC 5446285 d, KOI-142 d, TIC 122712595 d, WISE J192435.54+404009.8 d",True,2022-05-01,
6704,Kepler-880 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18475309+4340219 b, K01525.01, KIC 7869917 b, KOI-1525 b, KOI-1525.01, WISE J184753.09+434022.0 b",True,2022-05-01,
6705,Kepler-881 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19155822+4640147 b, K01526.01, KIC 9824805 b, KOI-1526 b, KOI-1526.01, WISE J191558.21+464014.5 b",True,2022-05-01,
6706,Kepler-882 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19383597+4320081 b, K01528.01, KIC 7691260 b, KOI-1528 b, KOI-1528.01, WISE J193835.99+432008.1 b",True,2022-05-01,
6707,Kepler-883 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19054408+5018011 b, K01530.01, KIC 11954842 b, KOI-1530 b, KOI-1530.01, WISE J190544.10+501800.8 b",True,2022-05-01,
6708,Kepler-884 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19302026+4955233 b, K01531.01, KIC 11764462 b, KOI-1531 b, KOI-1531.01, WISE J193020.26+495523.4 b",True,2022-05-01,
6709,Kepler-885 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19143877+4944139 b, K01532.01, KIC 11656246 b, KOI-1532 b, KOI-1532.01, WISE J191438.77+494413.8 b",True,2022-05-01,
6710,Kepler-886 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19050521+4335428 b, K01533.01, KIC 7808587 b, KOI-1533 b, KOI-1533.01, WISE J190505.21+433542.7 b",True,2022-05-01,
6711,Kepler-887 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19202179+3949011 b, K01534.01, KIC 4741126 b, KOI-1534 b, KOI-1534.01, WISE J192021.78+394900.9 b",True,2022-05-01,
6712,Kepler-887 c,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19202179+3949011 c, K01534.02, KIC 4741126 c, KOI-1534 c, KOI-1534.02, WISE J192021.78+394900.9 c",True,2022-05-01,
6713,Kepler-888 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19420508+4944190 b, K01535.01, KIC 11669125 b, KOI-1535 b, KOI-1535.01, WISE J194205.08+494419.1 b",True,2022-05-01,
6714,Kepler-889 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19255215+5045341 b, K01536.01, KIC 12159249 b, KOI-1536 b, KOI-1536.01, WISE J192552.10+504533.9 b",True,2022-05-01,
6715,Kepler-89 b,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J19491993+4153280 b, K00094.04, KIC 6462863 b, KOI-94 A b, KOI-94.04, Kepler-89 A b, Kepler-89 b, WISE J194919.96+415327.9  b, KOI-94 b",True,2022-05-01,
6716,Kepler-89 c,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J19491993+4153280 c, K00094.02, KIC 6462863 c, KOI-94 A c, KOI-94.02, Kepler-89 A c, Kepler-89 c, WISE J194919.96+415327.9  c, KOI-94 c",True,2022-05-01,
6717,Kepler-89 d,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J19491993+4153280 d, K00094.01, KIC 6462863 d, KOI-94 A d, KOI-94.01, Kepler-89 A d, Kepler-89 d, WISE J194919.96+415327.9  d, KOI-94 d",True,2022-05-01,
6718,Kepler-89 e,Confirmed,2013.0,Published in a refereed paper,Primary Transit,,,,"2MASS J19491993+4153280 e, K00094.03, KIC 6462863 e, KOI-94 A e, KOI-94.03, Kepler-89 A e, Kepler-89 e, WISE J194919.96+415327.9  e, KOI-94 e",True,2022-05-01,
6962,OGLE-2012-BLG-1323,Confirmed,2018.0,Published in a refereed paper,Microlensing,,,,None,True,2022-05-01,
6719,Kepler-890 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19134457+4345485 b, K01553.01, KIC 7951018 b, KOI-1553 b, KOI-1553.01, WISE J191344.57+434548.4 b",True,2022-05-01,
6720,Kepler-891 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19242011+4021189 b, K01564.01, KIC 5184584 b, KOI-1564 b, KOI-1564.01, WISE J192420.12+402118.8 b",True,2022-05-01,
6721,Kepler-892 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18523111+4353176 b, K01569.01, KIC 8009350 b, KOI-1569 b, KOI-1569.01",True,2022-05-01,
6722,Kepler-893 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18595112+4354468 b, K01570.01, KIC 8082001 b, KOI-1570 b, KOI-1570.01, WISE J185951.16+435446.9 b",True,2022-05-01,
6723,Kepler-894 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19145618+4656218 b, K01572.01, KIC 10004519 b, KOI-1572 b, KOI-1572.01, WISE J191456.17+465621.8 b",True,2022-05-01,
6724,Kepler-895 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19170975+5124320 b, K01577.01, KIC 12506770 b, KOI-1577 b, KOI-1577.01, WISE J191709.77+512432.2 b",True,2022-05-01,
6725,Kepler-896 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J18494540+4344041 b, K01581.02, KIC 7939330 b, KOI-1581 b, KOI-1581.02, WISE J184945.39+434404.0 b",True,2022-05-01,
6726,Kepler-897 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19222084+5141449 b, K01583.01, KIC 12602568 b, KOI-1583 b, KOI-1583.01, WISE J192220.83+514144.8 b",True,2022-05-01,
6727,Kepler-898 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19062049+4652153 b, K01584.01, KIC 9941066 b, KOI-1584 b, KOI-1584.01",True,2022-05-01,
6728,Kepler-899 b,Confirmed,2016.0,Announced on a website,Primary Transit,,,,"2MASS J19495582+4040508 b, K01585.01, KIC 5470739 b, KOI-1585 b, KOI-1585.01",True,2022-05-01,
