planet_key,planet_name,planet_status,discovered,publication,detection_type,mass_detection_type,radius_detection_type,molecules,alternate_names,row_current,current_as_of,row_expired_date
904,HD 163607 c,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
905,KMT-2020-BLG-0414 c,Confirmed,,Published in a refereed paper,Microlensing,Microlensing,,,None,True,2022-05-01,
906,HD 163607 d,Candidate,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
907,HD 16417 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,Fornacis &lambda;<sup>2</sup>  b,True,2022-05-01,
908,HD 164428 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
909,HD 164509 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
910,HD 164595 b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
912,HD 164922 b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
913,HD 164922 c,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
914,HD 164922 d,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
915,HD 164922 e,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
916,HD 165155 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
917,HD 1666 b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
918,HD 166724 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
919,HD 167042 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
920,HD 16760 b,Retracted,2009.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
921,HD 167677 b,Candidate,2010.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
922,HD 168443 b,Confirmed,1998.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
923,HD 168443 c,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
924,HD 168746 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
925,HD 1690 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
926,HD 169142 b,Confirmed,2014.0,Published in a refereed paper,Imaging,Theoretical,,,None,True,2022-05-01,
927,HD 169830 b,Confirmed,2000.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
928,HD 169830 c,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
929,HD 17028 b,Retracted,2010.0,Announced on a professional conference,Default,,,,None,True,2022-05-01,
930,HD 170469 b,Confirmed,2007.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
931,HD 17092 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
932,HD 171028 b,Confirmed,2007.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
933,HD 171238 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
934,HD 17156 b,Confirmed,2007.0,Published in a refereed paper,Primary Transit,,,,None,True,2022-05-01,
935,HD 17156 c,Candidate,2008.0,Submitted to a professional journal,Default,,,,None,True,2022-05-01,
936,HD 173416 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
938,HD 175370 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
939,HD 175541 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
940,HD 175607 b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
941,HD 175607 c,Candidate,2015.0,Published in a refereed paper,Default,Radial Velocity,,,None,True,2022-05-01,
942,HD 17674 b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
943,HD 176986 b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
944,HD 176986 c,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
945,HD 177565 b,Candidate,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
946,HD 177830 A b,Confirmed,1999.0,Published in a refereed paper,Radial Velocity,,,,HD 177830 b,True,2022-05-01,
947,HD 177830 A c,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,HD 177830 c,True,2022-05-01,
948,HD 178911 B b,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
949,HD 179079 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
950,HD 179949 b,Confirmed,2000.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,"CO, H2O",None,True,2022-05-01,
951,HD 180053 b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
952,HD 18015 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
953,HD 180314 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
954,HD 180777 b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,,,,59 Draconis b,True,2022-05-01,
955,HD 180902 b,Confirmed,2010.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
956,HD 180902 c,Candidate,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
957,HD 181234 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
958,HD 181342 b,Confirmed,2010.0,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,HIP 95124 b,True,2022-05-01,
959,KMT-2021-BLG-0240 b,Confirmed,2022.0,Published in a refereed paper,Microlensing,Microlensing,,,None,True,2022-05-01,
960,HD 181433 b,Confirmed,2008.0,Announced on a professional conference,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
961,HD 181433 c,Confirmed,2008.0,Announced on a professional conference,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
962,HD 181433 d,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
963,HD 181720 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
964,HD 183263 b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
965,HD 183263 c,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
966,HD 183579 b,Confirmed,2021.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-1055 b,True,2022-05-01,
967,HD 184601 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
968,HD 184860 b,Candidate,2002.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,HIP 96471 b,True,2022-05-01,
969,HD 185269 A b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,,,,HD 185269 b,True,2022-05-01,
970,HD 187085 b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
971,HD 187123 b,Confirmed,1998.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
972,HD 187123 c,Confirmed,1998.0,Announced on a professional conference,Radial Velocity,,,,None,True,2022-05-01,
973,HD 18742 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
974,HD 18742 c,Candidate,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
975,HD 188015 b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
976,HD 188753 A b,Retracted,2005.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
977,HD 189310 b,Candidate,2011.0,Published in a refereed paper,Radial Velocity,Astrometry,,,HIP 99634 b,True,2022-05-01,
978,HD 20781 c,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
979,HD 189567 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
980,HD 189567 c,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
982,HD 190007 b,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,,,,"2MASS J20024703+0319344 b, BD+02 4076 b, GJ 775 b, HIP 98698 b, IRAS 20002+0310 b, LSPM J2002+0319 b, SAO 125379 b, TIC 345217789 b, TYC 0498-02720-1 b, V1654 Aql b, WISE J200246.98+031935.5 b",True,2022-05-01,
983,HD 190228 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
984,HD 190360 b,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 777 A b,True,2022-05-01,
985,HD 190360 c,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 777 A c,True,2022-05-01,
986,HD 190647 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
987,HD 190984 b,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
988,HD 191760 b,Candidate,2008.0,Submitted to a professional journal,Default,,,,None,True,2022-05-01,
989,HD 191760 c,Candidate,2008.0,Submitted to a professional journal,Default,,,,None,True,2022-05-01,
990,HD 191806 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
991,HD 191939 b,Confirmed,2020.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
992,HD 191939 c,Confirmed,2020.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
993,HD 191939 d,Confirmed,2020.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
994,HD 191939 e,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
995,HD 192263 b,Confirmed,1999.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
996,HD 192699 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
997,HD 19467 b,Confirmed,2016.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
998,HD 195019 b,Confirmed,1998.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
999,HD 196050 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1000,HD 196067 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1001,HD 196645 b,Candidate,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1002,HD 196885 A b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1003,HD 197037 A b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,HD 197037 b,True,2022-05-01,
1004,HD 197083 b,Candidate,2010.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1005,HD 19994 A b,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,,,,"94 Cet b, HD 19994 b, 94 Cet A b",True,2022-05-01,
1006,HD 20003 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1007,HD 20003 c,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1008,HD 200964 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1009,HD 200964 c,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1010,HD 202206 (AB) c,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,Astrometry,,,None,True,2022-05-01,
1011,HD 202432 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1012,HD 202696 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1013,HD 202696 c,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1014,HD 202772 A b,Confirmed,2018.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
1015,HD 203030 b,Confirmed,2017.0,Published in a refereed paper,Imaging,Spectrum,,H2O,"V457 Vul b, HIP 105232 b",True,2022-05-01,
1016,HD 203473 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1017,HD 20367 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1018,HD 203857 b,Candidate,2009.0,Published in a refereed paper,Default,,,,BDS 10966 A b,True,2022-05-01,
1019,HD 2039 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1020,HD 204313 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1021,HD 204313 c,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1022,HD 204313 d,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1023,HD 204941 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1024,HD 205521 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1025,HD 205577 b,Candidate,2019.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
1026,HD 205739 b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1027,HD 206255 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1028,HD 206610 b,Confirmed,2010.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1029,HD 206893 b,Confirmed,2016.0,Published in a refereed paper,Imaging,Spectrum,,,None,True,2022-05-01,
1030,HD 206893 c,Candidate,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1031,HD 206893 d,Candidate,2021.0,Published in a refereed paper,Disk Kinematics,Theoretical,,,None,True,2022-05-01,
1032,HD 207077 b,Candidate,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1033,HD 20781 d,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,,,,"2MASS J03200291-2847016 d, CD-29 1229 d, CPD-29 381 d, HD 20782 B d, HIP 15526 d, SAO 168468 d, TYC 6445-00983-1 d, WISE J032003.21-284702.4 d",True,2022-05-01,
1034,HD 20781 e,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,,,,"2MASS J03200291-2847016 e, CD-29 1229 e, CPD-29 381 e, HD 20782 B e, HIP 15526 e, SAO 168468 e, TYC 6445-00983-1 e, WISE J032003.21-284702.4 e",True,2022-05-01,
1035,HD 20782 b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1036,HD 207832 A b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,HD 207832 b,True,2022-05-01,
1037,HD 207832 A c,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,HD 207832 c,True,2022-05-01,
1038,HD 207897 b,Confirmed,2021.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-1611 b,True,2022-05-01,
1045,HD 208487 b,Confirmed,2004.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1046,HD 208487 c,Confirmed,2006.0,Announced on a professional conference,Default,,,,None,True,2022-05-01,
1047,HD 208527 b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1048,HD 20868 b,Confirmed,2008.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1049,HD 208742 b,Candidate,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1050,HD 208897 b,Confirmed,2017.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1052,HD 210193 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1053,HD 210277 b,Confirmed,1998.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1054,HD 210702 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1055,HD 211403 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1056,HD 211810 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1057,HD 211847 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1058,HD 211970 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1059,HD 212301 A b,Confirmed,2005.0,Published in a refereed paper,Radial Velocity,,Theoretical,,HD 212301 b,True,2022-05-01,
1060,HD 212771 b,Confirmed,2010.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1061,HD 213240 b,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1062,HD 213472 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1063,HD 213885 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,TOI-141 b,True,2022-05-01,
1064,HD 213885 c,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,TOI-141 c,True,2022-05-01,
1065,HD 21411 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1066,HD 214823 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,None,True,2022-05-01,
1067,HD 215152 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1068,HD 215152 c,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1069,HD 215152 d,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1070,HD 215152 e,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1071,HD 215456 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1072,HD 215456 c,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1073,HD 215497 b,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1074,HD 215497 c,Confirmed,2009.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1075,HD 216435 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1076,HD 216437 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1077,HD 216520 b,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"2MASS J22473183+8341493 b, BD+82 704 b, HIP 112527 b, LSPM J2247+8341 b, SAO 3796 b, TIC 264899051 b, TYC 4650-00917-1 b, WISE J224731.02+834150.7 b",True,2022-05-01,
1078,HD 216520 c,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"2MASS J22473183+8341493 c, BD+82 704 c, HIP 112527 c, LSPM J2247+8341 c, SAO 3796 c, TIC 264899051 c, TYC 4650-00917-1 c, WISE J224731.02+834150.7 c",True,2022-05-01,
1079,HD 216536 b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1080,HD 216770 b,Confirmed,2003.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1081,HD 21693 b,Confirmed,2011.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1082,HD 21693 c,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1083,HD 217107 b,Confirmed,1998.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1084,HD 217107 c,Confirmed,1998.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1085,HD 217786 A b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,HD 217786 b,True,2022-05-01,
1086,HD 217850 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1087,HD 218566 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1088,HD 219077 b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1089,HD 219134 b,Confirmed,2015.0,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,None,True,2022-05-01,
1090,HD 219134 c,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Theoretical,Primary Transit,,None,True,2022-05-01,
1091,HD 219134 d,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Spectrum,,,None,True,2022-05-01,
1092,HD 219134 e,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1093,HD 219134 f,Confirmed,2015.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1094,HD 219134 g,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1095,HD 219134 h,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1096,HD 219139 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1097,HD 219415 b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1098,HD 219542 B b,Retracted,,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1209,HD 38529 d,Candidate,2010.0,Published in a refereed paper,Default,,,,None,True,2022-05-01,
1099,HD 219666 b,Confirmed,2018.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
1100,HD 219828 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1101,HD 219828 c,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1102,HD 220074 b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1103,W3128 b,Candidate,2020.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
1104,HD 220197 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1105,HD 220689 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1106,HD 220773 b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1107,HD 220842 A b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,,,,HD 220842 b,True,2022-05-01,
1108,HD 221287 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1109,HD 221416 b,Confirmed,2019.0,Published in a refereed paper,Primary Transit,,Primary Transit,,None,True,2022-05-01,
1110,HD 221420 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1111,HD 221585 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1112,HD 222076 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1113,HD 222155 b,Confirmed,2012.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1114,HD 222582 b,Confirmed,1999.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1115,HD 224538 b,Confirmed,2016.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1116,HD 224693 b,Confirmed,2006.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1117,HD 22496 b,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,"GJ 146, HIP 16711",True,2022-05-01,
1118,HD 22532 b,Confirmed,2022.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1119,HD 22781 b,Confirmed,2011.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1120,HD 23079 b,Confirmed,2001.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1121,HD 23127 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1122,HD 231701 b,Confirmed,2007.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1123,HD 233604 b,Confirmed,2013.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1124,HD 233832 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1125,HD 23472 b,Confirmed,2018.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
1126,HD 23472 c,Confirmed,2018.0,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,None,True,2022-05-01,
1127,HD 23596 b,Confirmed,2002.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1128,HD 238090 b,Confirmed,2020.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 458 A b,True,2022-05-01,
1129,HD 238914 b,Confirmed,2018.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1130,HD 240210 b,Confirmed,2009.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
1131,HD 240210 c,Candidate,2010.0,Announced on a professional conference,Default,,,,None,True,2022-05-01,
1132,HD 240237 b,Confirmed,2010.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1133,HD 24040 b,Confirmed,2006.0,Submitted to a professional journal,Radial Velocity,,,,None,True,2022-05-01,
1134,HD 24040 c,Confirmed,2021.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1135,HD 24064 b,Confirmed,2015.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1136,HD 24085 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1137,HD 25015 b,Confirmed,2019.0,Published in a refereed paper,Radial Velocity,Radial Velocity,,,None,True,2022-05-01,
1138,HD 25171 b,Confirmed,2010.0,Published in a refereed paper,Radial Velocity,,,,None,True,2022-05-01,
