anime_key,anime_id,anime_title,status,rating,airing,aired_from,aired_to,is_current,current_as_of,expired
14975,18429,Lupin III vs. Detective Conan: The Movie,Finished Airing,G - All Ages,False,2013-12-07,,True,2022-03-11,
14976,18441,Blood Lad: Wagahai wa Neko de wa Nai,Finished Airing,PG-13 - Teens 13 or older,False,2013-12-04,,True,2022-03-11,
14977,18443,Field ni Soyogu Kaze,Finished Airing,PG-13 - Teens 13 or older,False,1997-07-25,,True,2022-03-11,
14978,18447,Spheres,Finished Airing,PG - Children,False,2003-02-27,2003-08-21,True,2022-03-11,
14979,18449,Mobile Suit Gundam Battlefield Record: Avant-Title,Finished Airing,PG-13 - Teens 13 or older,False,2009-09-03,,True,2022-03-11,
14980,18451,Don: Gokudou Suikoden,Finished Airing,R - 17+ (violence & profanity),False,1992-07-01,1992-09-09,True,2022-03-11,
14981,18457,Hanasaka Jijii,Finished Airing,G - All Ages,False,1917-08-26,,True,2022-03-11,
14982,18463,Sign,Finished Airing,R+ - Mild Nudity,False,2001-01-01,,True,2022-03-11,
14983,18465,Genshiken Nidaime,Finished Airing,R - 17+ (violence & profanity),False,2013-07-07,2013-09-29,True,2022-03-11,
14984,18469,Odoriko Clinoppe,Finished Airing,G - All Ages,False,2013-05-09,2013-11-28,True,2022-03-11,
14985,18475,Kagayake! Yuujou no V Sign,Finished Airing,PG-13 - Teens 13 or older,False,2005-07-01,,True,2022-03-11,
14986,18489,Xi Yangyang Yu Hui Tailang: Tu Nian Ding Gua Gua,Finished Airing,G - All Ages,False,2011-01-21,,True,2022-03-11,
14987,18491,Xi Yangyang Yu Hui Tailang: Kaixin Chuang Long Nian,Finished Airing,G - All Ages,False,2012-01-12,,True,2022-03-11,
14988,18495,Kitakubu Katsudou Kiroku,Finished Airing,PG-13 - Teens 13 or older,False,2013-07-05,2013-10-11,True,2022-03-11,
14989,18497,Yozakura Quartet: Hana no Uta,Finished Airing,PG-13 - Teens 13 or older,False,2013-10-06,2013-12-29,True,2022-03-11,
14990,18499,Yozakura Quartet: Tsuki ni Naku,Finished Airing,PG-13 - Teens 13 or older,False,2013-10-09,2014-11-07,True,2022-03-11,
14991,18507,Free!,Finished Airing,PG-13 - Teens 13 or older,False,2013-07-04,2013-09-26,True,2022-03-11,
14992,18521,GUNbare! Game Tengoku: The Game Paradise 2,Finished Airing,PG-13 - Teens 13 or older,False,1998-03-19,,True,2022-03-11,
14993,18523,Senyuu. 2,Finished Airing,PG-13 - Teens 13 or older,False,2013-07-03,2013-09-25,True,2022-03-11,
14994,18527,Gekikara Gag Gekijou: Tabasco Shower,Finished Airing,R+ - Mild Nudity,False,1992-05-01,,True,2022-03-11,
14995,18533,Jungle Taitei Leo: Hon-o-ji,Finished Airing,G - All Ages,False,2000-03-18,,True,2022-03-11,
14996,18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Finished Airing,PG-13 - Teens 13 or older,False,2011-12-07,,True,2022-03-11,
14997,18557,High School Agent,Finished Airing,PG-13 - Teens 13 or older,False,1987-07-01,1987-10-02,True,2022-03-11,
14998,18561,Mahou no Hiroba,Finished Airing,G - All Ages,False,2001-01-01,,True,2022-03-11,
14999,18567,Taiman Blues: Ladies-hen - Mayumi,Finished Airing,R - 17+ (violence & profanity),False,1990-04-05,1990-05-25,True,2022-03-11,
15000,18569,Taiman Blues: Shimizu Naoto-hen,Finished Airing,R - 17+ (violence & profanity),False,1987-11-25,1989-05-25,True,2022-03-11,
15001,18573,Noobow,Finished Airing,PG - Children,False,1995-10-05,1996-03-28,True,2022-03-11,
15002,18575,Noobow: Kieta Medal,Finished Airing,PG - Children,False,1990-03-28,,True,2022-03-11,
15003,18577,Noobow: Na Kokoro,Finished Airing,PG - Children,False,2009-08-03,2010-01-01,True,2022-03-11,
15004,18583,Kangetsu Ittou: Akuryou Kiri,Finished Airing,R - 17+ (violence & profanity),False,1989-10-05,1989-12-21,True,2022-03-11,
15005,18587,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,Finished Airing,G - All Ages,False,1994-03-21,,True,2022-03-11,
15006,18589,Hello Kitty no Minna no Mori wo Mamore!,Finished Airing,G - All Ages,False,1996-01-13,,True,2022-03-11,
15007,18591,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,Finished Airing,PG - Children,False,2006-07-15,,True,2022-03-11,
15008,18599,Chocotan!,Finished Airing,G - All Ages,False,2013-03-17,,True,2022-03-11,
15009,18603,Kennosuke-sama,Finished Airing,PG-13 - Teens 13 or older,False,1990-07-07,,True,2022-03-11,
15010,18617,Girls & Panzer Movie,Finished Airing,PG-13 - Teens 13 or older,False,2015-11-21,,True,2022-03-11,
15011,18619,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,Finished Airing,PG-13 - Teens 13 or older,False,2014-07-25,,True,2022-03-11,
15012,18627,Visitor,Finished Airing,R - 17+ (violence & profanity),False,1998-11-07,,True,2022-03-11,
15013,18629,Taiheiyou ni Kakeru Niji,Finished Airing,PG-13 - Teens 13 or older,False,1992-03-20,,True,2022-03-11,
15014,18631,Naniwa Kinyuu Den: Minami no Teiou,Finished Airing,R+ - Mild Nudity,False,1993-09-22,1994-05-27,True,2022-03-11,
15015,18635,Akane-chan,Finished Airing,PG-13 - Teens 13 or older,False,1968-04-06,1968-09-29,True,2022-03-11,
15016,18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,Finished Airing,G - All Ages,False,2003-09-13,,True,2022-03-11,
15017,18639,Rinne no Lagrange Season 2 Specials,Finished Airing,PG-13 - Teens 13 or older,False,2012-09-21,2013-02-22,True,2022-03-11,
15018,18643,Kita e: Pure Session,Finished Airing,PG-13 - Teens 13 or older,False,2000-05-31,,True,2022-03-11,
15019,18661,Kamisama Hajimemashita OVA,Finished Airing,PG-13 - Teens 13 or older,False,2013-08-20,,True,2022-03-11,
15020,18669,Black Jack: Karte NG Extras,Finished Airing,G - All Ages,False,2007-04-04,,True,2022-03-11,
15021,18671,Chuunibyou demo Koi ga Shitai! Ren,Finished Airing,PG-13 - Teens 13 or older,False,2014-01-09,2014-03-27,True,2022-03-11,
15022,39026,Dumbbell Nan Kilo Moteru?,Finished Airing,PG-13 - Teens 13 or older,False,2019-07-03,2019-09-18,True,2022-03-11,
15023,39027,Aru Otoko no Ikikata,Finished Airing,G - All Ages,False,2019-01-15,,True,2022-03-11,
15024,39028,Komatsu Sakyo Anime Gekijou Specials,Finished Airing,G - All Ages,False,1990-03-23,1990-06-22,True,2022-03-11,
15025,39029,Mr. Shadow,Finished Airing,G - All Ages,False,2019-01-10,2020-01-01,True,2022-03-11,
15026,39030,Hataage! Kemono Michi,Finished Airing,PG-13 - Teens 13 or older,False,2019-10-02,2019-12-18,True,2022-03-11,
15027,39031,B Rappers Street,Finished Airing,G - All Ages,False,2019-04-11,2020-03-26,True,2022-03-11,
15028,39032,High & Low: G-Sword (Movie),Finished Airing,G - All Ages,False,2017-08-14,2017-11-11,True,2022-03-11,
15029,39033,Kokoro no Tokyo Kakumei,Finished Airing,G - All Ages,False,2015-07-02,,True,2022-03-11,
15030,39034,The Planet of Stray Cats,Finished Airing,PG-13 - Teens 13 or older,False,2015-11-11,,True,2022-03-11,
15031,39046,Puchimas!: Petit iDOLM@STER (OVA),Finished Airing,G - All Ages,False,2018-03-26,2018-11-26,True,2022-03-11,
15032,39047,Puttobe! Poodel,Finished Airing,G - All Ages,False,2010-01-01,,True,2022-03-11,
15033,39048,Aresuke,Currently Airing,G - All Ages,True,2008-01-01,,True,2022-03-11,
15034,39049,Jashin-chan Dropkick',Finished Airing,PG-13 - Teens 13 or older,False,2020-04-06,,True,2022-03-11,
15035,39056,Mirai Koushi Harima SACLA NEX RAY,Finished Airing,G - All Ages,False,2017-10-12,,True,2022-03-11,
15036,39057,A New Journey,Finished Airing,PG-13 - Teens 13 or older,False,2019-01-18,,True,2022-03-11,
15037,39063,Fairy Gone,Finished Airing,PG-13 - Teens 13 or older,False,2019-04-08,2019-06-24,True,2022-03-11,
15038,39065,Bokura Mada Underground,Finished Airing,G - All Ages,False,2019-01-24,,True,2022-03-11,
15039,39066,Karakuri Circus (TV): Makuai - Soshite Mata Kaimaku Bell,Finished Airing,PG-13 - Teens 13 or older,False,2019-01-24,,True,2022-03-11,
15040,39067,Tales of the Rays: Everlasting Destiny,Finished Airing,G - All Ages,False,2019-07-04,,True,2022-03-11,
15041,39071,Machikado Mazoku,Finished Airing,PG-13 - Teens 13 or older,False,2019-07-12,2019-09-27,True,2022-03-11,
15042,39075,Sansuu Chachacha,Finished Airing,G - All Ages,False,1973-06-13,,True,2022-03-11,
15043,39077,Bansoukousaten,Finished Airing,G - All Ages,False,2014-04-05,,True,2022-03-11,
15044,39078,Aikatsu Friends!: Kagayaki no Jewel,Finished Airing,PG - Children,False,2019-04-04,2019-09-26,True,2022-03-11,
15045,39080,Ling Jian Zun,Finished Airing,PG-13 - Teens 13 or older,False,2019-01-15,2019-04-26,True,2022-03-11,
15046,39082,Michi,Finished Airing,G - All Ages,False,1979-02-06,,True,2022-03-11,
15047,39083,Chinsetsu Yoshida Goten,Finished Airing,None,False,1928-04-27,,True,2022-03-11,
15048,39086,A Christmas Song,Finished Airing,G - All Ages,False,2012-11-29,,True,2022-03-11,
15049,39087,The Crater,Finished Airing,G - All Ages,False,2019-03-05,,True,2022-03-11,
15050,39088,Birthday,Finished Airing,G - All Ages,False,2007-01-01,,True,2022-03-11,
15051,39089,Horizon,Finished Airing,G - All Ages,False,2017-12-15,,True,2022-03-11,
15052,39090,Fushouji no Mizen Boushi: Saihatsu Boushi Series,Finished Airing,PG-13 - Teens 13 or older,False,2015-03-25,,True,2022-03-11,
15053,39091,Orushipe Suopu,Currently Airing,G - All Ages,True,2012-01-01,,True,2022-03-11,
15054,39093,Additional Memory,Finished Airing,PG-13 - Teens 13 or older,False,2018-09-14,,True,2022-03-11,
15055,39094,Toaru Majutsu no Index-tan III,Finished Airing,PG-13 - Teens 13 or older,False,2018-12-26,2019-04-30,True,2022-03-11,
15056,39095,Aishiteru,Finished Airing,G - All Ages,False,2010-07-11,,False,2022-03-11,2022-05-11
15057,39096,Danbou to Reibou,Finished Airing,G - All Ages,False,2019-01-31,,True,2022-03-11,
15058,39097,Hana no Nioi,Finished Airing,PG - Children,False,2008-01-01,,True,2022-03-11,
15059,39098,Mahou no Ryouri: Kimi kara Kimi e,Finished Airing,G - All Ages,False,2010-04-01,,True,2022-03-11,
15060,39099,Tomo: Tabidachi no Toki,Finished Airing,G - All Ages,False,2013-08-01,,True,2022-03-11,
15061,39101,Eiyuu Densetsu: Head On! Master Senshi,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15062,39102,Transformers: Choujin Master Force Soushuuhen,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15063,39103,Sanbiki no Kobuta no Koutsuu Anzen,Finished Airing,G - All Ages,False,2018-01-01,,True,2022-03-11,
15064,39104,Ninja Tamamaru no Hi no Youjin,Finished Airing,G - All Ages,False,2017-01-01,,True,2022-03-11,
15065,39105,Tottoko Hamtarou wa Ham Ham Paradise! Kazu Katachi Chie,Finished Airing,G - All Ages,False,2007-02-21,,True,2022-03-11,
15066,39106,"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",Finished Airing,G - All Ages,False,2003-07-30,,True,2022-03-11,
15067,39107,Tottoko Hamtarou: Hiragana Tanken,Finished Airing,G - All Ages,False,2005-07-20,,True,2022-03-11,
15068,39108,Tottoko Hamtarou: Best Hit Ham-chan'zu Music Clip,Finished Airing,G - All Ages,False,2003-03-29,,True,2022-03-11,
15069,39109,Yuuki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,Finished Airing,G - All Ages,False,2019-02-10,,True,2022-03-11,
15070,39110,Yousei Chii-tan☆,Not yet aired,PG - Children,False,,,True,2022-03-11,
15071,39112,Kawaki wo Ameku,Finished Airing,PG-13 - Teens 13 or older,False,2019-01-29,,True,2022-03-11,
15072,39113,Lilac,Finished Airing,PG-13 - Teens 13 or older,False,2018-06-12,,True,2022-03-11,
15073,39114,Hollowness,Finished Airing,PG-13 - Teens 13 or older,False,2018-08-03,,True,2022-03-11,
15074,39115,Uchuu Senkan Tiramisù II Specials,Finished Airing,PG-13 - Teens 13 or older,False,2019-01-30,,True,2022-03-11,
15075,39116,Jue Ji,Finished Airing,R - 17+ (violence & profanity),False,2016-09-30,,True,2022-03-11,
15076,39117,Girls Jockey,Finished Airing,PG-13 - Teens 13 or older,False,2019-03-10,,True,2022-03-11,
15077,39119,Manga Furusato Mukashibanashi,Finished Airing,G - All Ages,False,1976-08-06,1976-12-24,True,2022-03-11,
15078,39121,Hong Mao Lan Tu: Chuang Taikong,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15079,39122,Hong Mao Lan Tu: Kaixin Yike,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15080,39123,Hong Mao Lan Tu: Konglong Shijie,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15081,39124,Hong Mao Lan Tu: Le Fantian,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15082,39125,Hong Mao Lan Tu: Maoyan Kan Yuzhou,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15083,39126,Hong Mao Lan Tu: Ni Wen Wo Da,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15084,39127,Hong Mao Lan Tu: Shuimo Donghua,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15085,39128,Hong Mao Lan Tu: Xiao Youmo,Finished Airing,G - All Ages,False,2005-01-01,,True,2022-03-11,
15086,39129,Hong Mao Lan Tu: Qi Xia Chuan,Finished Airing,G - All Ages,False,2006-09-05,,True,2022-03-11,
15087,39130,Hong Mao Lan Tu: A Muxing,Finished Airing,G - All Ages,False,2007-07-01,,True,2022-03-11,
15088,39131,Hong Mao Lan Tu: Zhang Jian Zou Tianya,Finished Airing,G - All Ages,False,2008-01-06,,True,2022-03-11,
15089,39132,Hong Mao Lan Tu: Huo Feng Huang,Finished Airing,G - All Ages,False,2010-02-05,,True,2022-03-11,
15090,39133,Hong Mao Lan Tu: Guangming Jian,Finished Airing,G - All Ages,False,2010-06-18,,True,2022-03-11,
15091,39135,Hong Mao Lan Tu: Yongzhe Guilai,Finished Airing,G - All Ages,False,2011-01-11,,True,2022-03-11,
15092,39137,Hong Mao Lan Tu: Meng Guo Li Xian Ji,Finished Airing,G - All Ages,False,2012-08-17,,True,2022-03-11,
15093,39138,Hong Mao Lan Tu: Ao You Guo Lixian Ji,Finished Airing,G - All Ages,False,2013-03-18,2013-06-06,True,2022-03-11,
15094,39139,Hong Mao Lan Tu: Kuaile Shizi,Finished Airing,G - All Ages,False,2014-11-26,,True,2022-03-11,
15095,39140,Hong Mao Lan Tu: Qi Xia Waizhuan,Finished Airing,G - All Ages,False,2017-03-11,2017-10-15,True,2022-03-11,
15096,39141,Hua Jiang Hu: Bu Liang Ren III,Finished Airing,R - 17+ (violence & profanity),False,2018-10-25,2019-11-12,False,2022-03-11,2022-03-20
15097,39144,Chikyuu SOS: Chikyuu ga Netsu wo Dashite Iru,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15098,39145,Sakura to Sakurin,Finished Airing,G - All Ages,False,2012-01-01,,True,2022-03-11,
15099,39146,Chikyuu ni Yasashii Shopping: Midori-chan to Recycle-ku Shopping,Finished Airing,G - All Ages,False,2005-02-03,,True,2022-03-11,
15100,39147,Hachidori no Hito Shizuku: Watashi ni Dekiru koto,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15101,39148,Mottainai,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15102,39149,Ushiwakamaru,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15103,39150,Otogi,Finished Airing,G - All Ages,False,2019-02-06,,True,2022-03-11,
15104,39151,Risu no Matoi,Finished Airing,G - All Ages,False,1974-01-01,,True,2022-03-11,
15105,39152,Wan Wan Kajida Wan,Finished Airing,G - All Ages,False,1981-01-01,,True,2022-03-11,
15106,39153,Mary Bell no Hi no Youjin: Guratto Kitara Dousuru,Finished Airing,G - All Ages,False,1993-02-15,,True,2022-03-11,
15107,39154,Mary Bell no Koutsuu Anzen,Finished Airing,G - All Ages,False,1993-02-15,,True,2022-03-11,
15108,39155,Kuma-san no My Home,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15109,39156,Kaji to Kouma,Finished Airing,G - All Ages,False,1978-01-01,,True,2022-03-11,
15110,39157,Maple Town no Shouboutai,Finished Airing,G - All Ages,False,1987-01-01,,True,2022-03-11,
15111,39158,Maple Town no Koutsuu Anzen,Finished Airing,G - All Ages,False,1987-01-01,,True,2022-03-11,
15112,39159,Shima Shima Tora no Shimajirou no Shouboutai,Finished Airing,G - All Ages,False,1994-09-02,,True,2022-03-11,
15113,39160,Shima Shima Tora no Shimajirou no Koutsuu Anzen,Finished Airing,G - All Ages,False,1994-09-02,,True,2022-03-11,
15114,39161,Habatake Pii-tan,Finished Airing,G - All Ages,False,1988-01-01,,True,2022-03-11,
15115,39162,Tatakae! Chou Robot Seimeitai Transformers Victory Soushuuhen,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15116,39163,Nonsense Bungaku,Finished Airing,G - All Ages,False,2017-07-13,,True,2022-03-11,
15117,39164,Dramaturgy,Finished Airing,G - All Ages,False,2017-10-10,,True,2022-03-11,
15118,39165,Oki ni Mesu mama,Finished Airing,G - All Ages,False,2017-11-29,,True,2022-03-11,
15119,39166,Girls & Panzer: Saishuushou Part 3,Finished Airing,PG-13 - Teens 13 or older,False,2021-03-26,,True,2022-03-11,
15120,39167,Girls & Panzer: Saishuushou Part 4,Not yet aired,PG-13 - Teens 13 or older,False,,,True,2022-03-11,
15121,39168,Girls & Panzer: Saishuushou Part 5,Not yet aired,PG-13 - Teens 13 or older,False,,,True,2022-03-11,
15122,39169,Girls & Panzer: Saishuushou Part 6,Not yet aired,PG-13 - Teens 13 or older,False,,,True,2022-03-11,
15123,39170,Dead End Street,Finished Airing,G - All Ages,False,2016-02-25,,True,2022-03-11,
15124,39171,Sect,Finished Airing,G - All Ages,False,2014-06-30,,True,2022-03-11,
15125,39172,Kaisei,Finished Airing,G - All Ages,False,2017-08-31,,True,2022-03-11,
15126,39173,Haita,Finished Airing,G - All Ages,False,2017-04-07,,True,2022-03-11,
15127,39174,Sister,Finished Airing,G - All Ages,False,2016-12-02,,True,2022-03-11,
15128,39175,Cider no You ni Kotoba ga Wakiagaru,Finished Airing,PG-13 - Teens 13 or older,False,2021-07-22,,True,2022-03-11,
15129,39178,Doupo Cangqiong 2nd Season Specials,Finished Airing,PG-13 - Teens 13 or older,False,2019-04-14,2019-04-28,True,2022-03-11,
15130,39179,In the Sea and near a Girl.,Finished Airing,G - All Ages,False,2014-08-19,,True,2022-03-11,
15131,39180,"On a Forest, in the Air",Finished Airing,G - All Ages,False,2014-08-13,,True,2022-03-11,
15132,39181,Shiroi Niji,Finished Airing,G - All Ages,False,2014-04-01,,True,2022-03-11,
15133,39182,H'or Cafe,Finished Airing,G - All Ages,False,2014-11-03,,True,2022-03-11,
15134,39183,Super Shiro,Finished Airing,PG - Children,False,2019-10-14,2020-09-07,True,2022-03-11,
15135,39184,A3! Season Spring & Summer,Finished Airing,PG-13 - Teens 13 or older,False,2020-01-14,2020-06-23,True,2022-03-11,
15136,39185,Tatakau Mono-tachi e Ai wo Komete,Finished Airing,PG-13 - Teens 13 or older,False,2018-07-12,,True,2022-03-11,
15137,39187,Daisy Blue,Finished Airing,G - All Ages,False,2017-12-20,,True,2022-03-11,
15138,39188,Xie Wang Zhui Qi,Finished Airing,PG-13 - Teens 13 or older,False,2019-01-24,2019-04-11,True,2022-03-11,
15139,39189,Te Ke Dong Ji Pian,Finished Airing,None,False,2007-01-01,,True,2022-03-11,
15140,39190,Wang Zhe Wai Chuan,Finished Airing,None,False,2018-01-01,,True,2022-03-11,
15141,39191,Wan Jie Shen Zhu,Finished Airing,PG-13 - Teens 13 or older,False,2019-02-06,2019-08-31,True,2022-03-11,
15142,39192,Xia Gu Zhong An Zu,Finished Airing,None,False,2017-01-01,,True,2022-03-11,
15143,39194,Shin Chuuka Ichiban!,Finished Airing,PG-13 - Teens 13 or older,False,2019-10-12,2019-12-28,True,2022-03-11,
15144,39195,Beastars,Finished Airing,R - 17+ (violence & profanity),False,2019-10-10,2019-12-26,True,2022-03-11,
15145,39196,Mairimashita! Iruma-kun,Finished Airing,PG-13 - Teens 13 or older,False,2019-10-05,2020-03-07,True,2022-03-11,
15146,39197,Karrimor Mountain Club,Finished Airing,G - All Ages,False,2018-07-17,,True,2022-03-11,
15147,39198,Kanata no Astra,Finished Airing,PG-13 - Teens 13 or older,False,2019-07-03,2019-09-18,True,2022-03-11,
15148,39199,Katsute Kami Datta Kemono-tachi e,Finished Airing,R - 17+ (violence & profanity),False,2019-07-01,2019-09-16,True,2022-03-11,
15149,39200,Inu Gyorai,Finished Airing,G - All Ages,False,2014-01-18,,True,2022-03-11,
15150,39201,Kurage Nasu,Finished Airing,G - All Ages,False,2013-05-10,,True,2022-03-11,
15151,39202,Kazami Tori,Finished Airing,G - All Ages,False,2015-07-01,,True,2022-03-11,
15152,39203,Idobata Gossip,Finished Airing,G - All Ages,False,2015-03-20,,True,2022-03-11,
15153,39207,Oned,Finished Airing,G - All Ages,False,2013-10-01,,True,2022-03-11,
15154,39208,100% Renewable Energy,Finished Airing,G - All Ages,False,2012-03-01,,True,2022-03-11,
15155,39209,Just a Seeker's Song,Finished Airing,PG - Children,False,2007-01-01,,True,2022-03-11,
15156,39211,Fire Me Up,Finished Airing,G - All Ages,False,2019-02-06,,True,2022-03-11,
15157,39212,Daruma-san ga Koronda,Finished Airing,G - All Ages,False,1978-08-01,,True,2022-03-11,
15158,39213,Dekkai Totto March,Finished Airing,G - All Ages,False,1980-08-07,,True,2022-03-11,
15159,39214,Asa wo Kitan,Finished Airing,G - All Ages,False,1982-04-06,,True,2022-03-11,
15160,39215,Sound of Love feat. Eden Kai,Finished Airing,G - All Ages,False,2018-08-08,,True,2022-03-11,
15161,39216,Casablanca,Finished Airing,G - All Ages,False,2017-07-02,,True,2022-03-11,
15162,39217,Mijikamon Episode 0,Finished Airing,G - All Ages,False,2014-03-07,,True,2022-03-11,
15163,39219,Sun,Finished Airing,G - All Ages,False,2018-06-12,,True,2022-03-11,
15164,39220,Wormy,Finished Airing,G - All Ages,False,2014-01-02,,True,2022-03-11,
15165,39221,Bem,Finished Airing,PG-13 - Teens 13 or older,False,2019-07-15,2019-10-14,True,2022-03-11,
15166,39222,Move to the Future,Currently Airing,G - All Ages,True,2019-02-07,,True,2022-03-11,
15167,39223,Fei Ren Xueyuan,Finished Airing,PG-13 - Teens 13 or older,False,2018-06-25,,True,2022-03-11,
15168,39224,It's Show Time!,Finished Airing,G - All Ages,False,2019-02-07,,True,2022-03-11,
15169,39225,Watashi no Kamifuusen,Finished Airing,G - All Ages,False,1971-02-03,,True,2022-03-11,
15170,39226,Captain Tsubasa no Shouka Sakusen,Finished Airing,G - All Ages,False,,,True,2022-03-11,
15171,39227,Captain Tsubasa no Koutsuu Anzen,Finished Airing,G - All Ages,False,1987-01-01,,True,2022-03-11,
15172,39228,Yanbou Ninbou Tonbou no Koutsuu Anzen,Finished Airing,G - All Ages,False,1997-06-10,,True,2022-03-11,
15173,39229,Time Slip 1923: Mori no Miracle Jishin Taiken,Finished Airing,G - All Ages,False,1994-01-01,,True,2022-03-11,
15174,39230,Qing Chi Hong Xiaodou Ba! 2nd Season,Finished Airing,G - All Ages,False,2019-01-13,2019-04-25,True,2022-03-11,
15175,39231,Qiang Shen Ji,Finished Airing,PG-13 - Teens 13 or older,False,2017-12-08,2018-02-23,True,2022-03-11,
15176,39235,Ni no Kuni,Finished Airing,PG-13 - Teens 13 or older,False,2019-08-23,,True,2022-03-11,
15177,39239,Sword Art Online: Alicization - Recollection,Finished Airing,PG-13 - Teens 13 or older,False,2019-02-17,,True,2022-03-11,
15178,39242,Don't Worry: Monotarinai Monogatari,Finished Airing,G - All Ages,False,2017-11-25,,True,2022-03-11,
15179,39243,Tadashii Itsuwari kara no Kishou,Finished Airing,G - All Ages,False,2018-06-04,2018-10-02,True,2022-03-11,
15180,39244,Cardfight!! Vanguard: Zoku Koukousei-hen,Finished Airing,PG-13 - Teens 13 or older,False,2019-05-11,2019-08-10,True,2022-03-11,
15181,39245,Shinkaigyo no March,Finished Airing,G - All Ages,False,2018-12-01,,True,2022-03-11,
15182,39247,Kobayashi-san Chi no Maid Dragon S,Finished Airing,PG-13 - Teens 13 or older,False,2021-07-08,2021-09-23,True,2022-03-11,
15183,39249,Pandora to Akubi,Finished Airing,G - All Ages,False,2019-04-05,,True,2022-03-11,
15184,39250,Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,Finished Airing,G - All Ages,False,2019-11-08,,True,2022-03-11,
15185,39251,Do You Remember That Night?,Finished Airing,G - All Ages,False,2010-07-16,2010-07-26,True,2022-03-11,
15186,39252,Spunky Afro Tiger Jet,Finished Airing,R - 17+ (violence & profanity),False,2014-10-03,,True,2022-03-11,
15187,39253,Let's Go Nakama-tachi!: Bokura to Hakase no Bouka no Chikai,Finished Airing,G - All Ages,False,1993-01-01,,True,2022-03-11,
15188,39254,Oyako de Manabu: Kaiji no Youjin - Jishin no Youjin,Finished Airing,G - All Ages,False,1996-01-01,,False,2022-03-11,2022-05-11
15189,39255,Tong Tong - You You no Hi no Youjin,Finished Airing,G - All Ages,False,1992-04-22,,True,2022-03-11,
15190,39256,Tong Tong - You You no Koutsuu Anzen,Finished Airing,G - All Ages,False,1991-01-01,,True,2022-03-11,
15191,39257,Sayonara Gokko,Finished Airing,PG-13 - Teens 13 or older,False,2019-02-12,,True,2022-03-11,
15192,39258,Afraid To Be Cool / Raise Me Up,Finished Airing,G - All Ages,False,2016-04-12,2016-05-18,True,2022-03-11,
15193,39259,Frogtoise,Finished Airing,G - All Ages,False,2002-01-01,,True,2022-03-11,
15194,39260,Hare Tokidoki Buta no Jishin Youjin Nikki,Finished Airing,G - All Ages,False,1999-01-01,,True,2022-03-11,
15195,39261,Hare Tokidoki Buta no Koutsuu Anzen,Finished Airing,G - All Ages,False,1999-01-01,,True,2022-03-11,
15196,39262,Hare Tokidoki Buta: Noriyasu-kun no Koutsuu Anzen,Finished Airing,G - All Ages,False,1992-01-01,,True,2022-03-11,
15197,39263,Hare Tokidoki Buta: Noriyasu-kun no Hi no Youjin,Finished Airing,G - All Ages,False,1994-01-01,,True,2022-03-11,
15198,39264,Da Yu Hai Tang,Finished Airing,G - All Ages,False,2004-12-28,,True,2022-03-11,
15199,39265,Peter-kun no Hinotama Taiji,Finished Airing,G - All Ages,False,1988-01-01,,True,2022-03-11,
15200,39271,Dash! Yonkurou: Horizon Gundan vs. Dash Gundan,Finished Airing,G - All Ages,False,1990-07-27,,True,2022-03-11,
15201,39272,Genji Fantasy: Neko ga Hikaru Genji ni Koi wo Shita,Finished Airing,PG - Children,False,2019-04-02,,True,2022-03-11,
15202,39273,Channeler,Finished Airing,G - All Ages,False,2012-02-14,,True,2022-03-11,
15203,39274,Dragon Quest: Your Story,Finished Airing,PG-13 - Teens 13 or older,False,2019-08-02,,True,2022-03-11,
15204,39275,Royal Memories,Finished Airing,G - All Ages,False,2017-07-19,,True,2022-03-11,
15205,39277,Youkai Watch!,Finished Airing,G - All Ages,False,2019-04-05,2019-12-20,True,2022-03-11,
15206,39279,Human Orchestra,Finished Airing,G - All Ages,False,2010-09-16,,True,2022-03-11,
15207,39281,Gift nor Art,Finished Airing,G - All Ages,False,2012-11-28,,True,2022-03-11,
