anime_key,anime_id,anime_title,status,rating,airing,aired_from,aired_to,is_current,current_as_of,expired
1000,1,Cowboy Bebop,Finished Airing,R - 17+ (violence & profanity),False,1998-04-03,1999-04-24,True,2022-03-11,
1001,5,Cowboy Bebop: Tengoku no Tobira,Finished Airing,R - 17+ (violence & profanity),False,2001-09-01,,True,2022-03-11,
1002,6,Trigun,Finished Airing,PG-13 - Teens 13 or older,False,1998-04-01,1998-09-30,True,2022-03-11,
1003,7,Witch Hunter Robin,Finished Airing,PG-13 - Teens 13 or older,False,2002-07-02,2002-12-24,True,2022-03-11,
1004,8,Bouken Ou Beet,Finished Airing,PG - Children,False,2004-09-30,2005-09-29,True,2022-03-11,
1005,15,Eyeshield 21,Finished Airing,PG-13 - Teens 13 or older,False,2005-04-06,2008-03-19,True,2022-03-11,
1006,16,Hachimitsu to Clover,Finished Airing,PG-13 - Teens 13 or older,False,2005-04-15,2005-09-27,True,2022-03-11,
1007,17,Hungry Heart: Wild Striker,Finished Airing,PG-13 - Teens 13 or older,False,2002-09-11,2003-09-10,True,2022-03-11,
1008,18,Initial D Fourth Stage,Finished Airing,PG-13 - Teens 13 or older,False,2004-04-17,2006-02-18,True,2022-03-11,
1009,19,Monster,Finished Airing,R+ - Mild Nudity,False,2004-04-07,2005-09-28,True,2022-03-11,
1010,20,Naruto,Finished Airing,PG-13 - Teens 13 or older,False,2002-10-03,2007-02-08,True,2022-03-11,
1011,21,One Piece,Currently Airing,PG-13 - Teens 13 or older,True,1999-10-20,,True,2022-03-11,
1012,22,Tennis no Ouji-sama,Finished Airing,PG-13 - Teens 13 or older,False,2001-10-10,2005-03-23,True,2022-03-11,
1013,23,Ring ni Kakero 1,Finished Airing,PG - Children,False,2004-10-06,2004-12-15,True,2022-03-11,
1014,24,School Rumble,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-05,2005-03-29,True,2022-03-11,
1015,25,Sunabouzu,Finished Airing,R - 17+ (violence & profanity),False,2004-10-06,2005-03-30,True,2022-03-11,
1016,26,Texhnolyze,Finished Airing,R+ - Mild Nudity,False,2003-04-17,2003-09-25,True,2022-03-11,
1017,27,Trinity Blood,Finished Airing,R - 17+ (violence & profanity),False,2005-04-29,2005-10-28,True,2022-03-11,
1018,28,Yakitate!! Japan,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-12,2006-03-14,True,2022-03-11,
1019,29,Zipang,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-08,2005-04-01,True,2022-03-11,
1020,30,Neon Genesis Evangelion,Finished Airing,PG-13 - Teens 13 or older,False,1995-10-04,1996-03-27,True,2022-03-11,
1021,31,Neon Genesis Evangelion: Death & Rebirth,Finished Airing,R - 17+ (violence & profanity),False,1997-03-15,,True,2022-03-11,
1022,32,Neon Genesis Evangelion: The End of Evangelion,Finished Airing,R+ - Mild Nudity,False,1997-07-19,,True,2022-03-11,
1023,33,Kenpuu Denki Berserk,Finished Airing,R+ - Mild Nudity,False,1997-10-08,1998-04-01,True,2022-03-11,
1024,43,Koukaku Kidoutai,Finished Airing,R+ - Mild Nudity,False,1995-11-18,,True,2022-03-11,
1025,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Finished Airing,R - 17+ (violence & profanity),False,1999-02-20,1999-09-22,True,2022-03-11,
1026,45,Rurouni Kenshin: Meiji Kenkaku Romantan,Finished Airing,PG-13 - Teens 13 or older,False,1996-01-10,1998-09-08,True,2022-03-11,
1027,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Finished Airing,R - 17+ (violence & profanity),False,1997-12-20,,True,2022-03-11,
1028,47,Akira,Finished Airing,R+ - Mild Nudity,False,1988-07-16,,True,2022-03-11,
1029,48,.hack//Sign,Finished Airing,PG-13 - Teens 13 or older,False,2002-04-04,2002-09-26,True,2022-03-11,
1030,49,Aa! Megami-sama!,Finished Airing,PG-13 - Teens 13 or older,False,1993-02-21,1994-05-17,True,2022-03-11,
1031,50,Aa! Megami-sama! (TV),Finished Airing,PG-13 - Teens 13 or older,False,2005-01-07,2005-07-08,True,2022-03-11,
1032,51,Tenshi Kinryouku,Finished Airing,R+ - Mild Nudity,False,2000-05-25,2000-08-25,True,2022-03-11,
1033,52,Kidou Tenshi Angelic Layer,Finished Airing,PG-13 - Teens 13 or older,False,2001-04-01,2001-09-23,True,2022-03-11,
1034,53,Ai Yori Aoshi,Finished Airing,PG-13 - Teens 13 or older,False,2002-04-11,2002-09-26,True,2022-03-11,
1035,54,Appleseed (Movie),Finished Airing,R - 17+ (violence & profanity),False,2004-04-17,,True,2022-03-11,
1036,55,Arc the Lad,Finished Airing,R - 17+ (violence & profanity),False,1999-04-05,1999-09-11,True,2022-03-11,
1037,56,Avenger,Finished Airing,R - 17+ (violence & profanity),False,2003-10-02,2003-12-25,True,2022-03-11,
1038,57,Beck,Finished Airing,R - 17+ (violence & profanity),False,2004-10-07,2005-03-31,True,2022-03-11,
1039,58,Blue Gender,Finished Airing,R+ - Mild Nudity,False,1999-10-08,2000-03-31,True,2022-03-11,
1040,59,Chobits,Finished Airing,PG-13 - Teens 13 or older,False,2002-04-03,2002-09-25,True,2022-03-11,
1041,60,Chrno Crusade,Finished Airing,R - 17+ (violence & profanity),False,2003-11-25,2004-06-10,True,2022-03-11,
1042,61,D.N.Angel,Finished Airing,PG-13 - Teens 13 or older,False,2003-04-03,2003-09-25,True,2022-03-11,
1043,62,D.C.: Da Capo,Finished Airing,PG-13 - Teens 13 or older,False,2003-07-05,2003-12-27,True,2022-03-11,
1044,63,DearS,Finished Airing,R+ - Mild Nudity,False,2004-07-11,2004-09-26,True,2022-03-11,
1045,64,Rozen Maiden,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-08,2004-12-24,True,2022-03-11,
1046,65,Rozen Maiden: Träumend,Finished Airing,PG-13 - Teens 13 or older,False,2005-10-21,2006-01-27,True,2022-03-11,
1047,66,Azumanga Daioh,Finished Airing,PG-13 - Teens 13 or older,False,2002-04-09,2002-10-01,True,2022-03-11,
1048,67,Basilisk: Kouga Ninpou Chou,Finished Airing,R - 17+ (violence & profanity),False,2005-04-13,2005-09-21,True,2022-03-11,
1049,68,Black Cat (TV),Finished Airing,PG-13 - Teens 13 or older,False,2005-10-07,2006-03-31,True,2022-03-11,
1050,69,Cluster Edge,Finished Airing,PG-13 - Teens 13 or older,False,2005-10-05,2006-03-29,True,2022-03-11,
1051,71,Full Metal Panic!,Finished Airing,R - 17+ (violence & profanity),False,2002-01-08,2002-06-18,True,2022-03-11,
1052,72,Full Metal Panic? Fumoffu,Finished Airing,PG-13 - Teens 13 or older,False,2003-08-26,2003-11-18,True,2022-03-11,
1053,73,Full Metal Panic! The Second Raid,Finished Airing,R - 17+ (violence & profanity),False,2005-07-14,2005-10-20,True,2022-03-11,
1054,74,Gakuen Alice,Finished Airing,G - All Ages,False,2004-10-30,2005-05-14,True,2022-03-11,
1055,75,Soukyuu no Fafner: Dead Aggressor,Finished Airing,PG-13 - Teens 13 or older,False,2004-07-05,2004-12-27,True,2022-03-11,
1056,76,Mahou Shoujo Lyrical Nanoha,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-03,2004-12-26,True,2022-03-11,
1057,77,Mahou Shoujo Lyrical Nanoha A's,Finished Airing,PG-13 - Teens 13 or older,False,2005-10-02,2005-12-25,True,2022-03-11,
1058,79,Shuffle!,Finished Airing,R+ - Mild Nudity,False,2005-07-08,2006-01-06,True,2022-03-11,
1059,80,Mobile Suit Gundam,Finished Airing,PG-13 - Teens 13 or older,False,1979-04-07,1980-01-26,True,2022-03-11,
1060,81,Mobile Suit Gundam: The 08th MS Team,Finished Airing,PG-13 - Teens 13 or older,False,1996-01-25,1999-07-25,True,2022-03-11,
1061,82,Mobile Suit Gundam 0080: War in the Pocket,Finished Airing,PG-13 - Teens 13 or older,False,1989-03-25,1989-08-25,True,2022-03-11,
1062,83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,Finished Airing,PG-13 - Teens 13 or older,False,1998-08-01,,True,2022-03-11,
1063,84,Mobile Suit Gundam 0083: Stardust Memory,Finished Airing,PG-13 - Teens 13 or older,False,1991-05-23,1992-09-24,True,2022-03-11,
1064,85,Mobile Suit Zeta Gundam,Finished Airing,PG-13 - Teens 13 or older,False,1985-03-02,1986-02-22,True,2022-03-11,
1065,86,Mobile Suit Gundam ZZ,Finished Airing,PG-13 - Teens 13 or older,False,1986-03-01,1987-01-31,True,2022-03-11,
1066,87,Mobile Suit Gundam: Char's Counterattack,Finished Airing,PG-13 - Teens 13 or older,False,1988-03-12,,True,2022-03-11,
1067,88,Mobile Suit Gundam F91,Finished Airing,PG-13 - Teens 13 or older,False,1991-03-16,,True,2022-03-11,
1068,89,Mobile Suit Victory Gundam,Finished Airing,PG-13 - Teens 13 or older,False,1993-04-02,1994-03-25,True,2022-03-11,
1069,90,Mobile Suit Gundam Wing,Finished Airing,PG-13 - Teens 13 or older,False,1995-04-07,1996-03-29,True,2022-03-11,
1070,91,Mobile Suit Gundam Wing: Endless Waltz,Finished Airing,PG-13 - Teens 13 or older,False,1997-01-25,1997-07-25,True,2022-03-11,
1071,92,After War Gundam X,Finished Airing,PG-13 - Teens 13 or older,False,1996-04-05,1996-12-28,True,2022-03-11,
1072,93,Mobile Suit Gundam SEED,Finished Airing,R - 17+ (violence & profanity),False,2002-10-05,2003-09-27,True,2022-03-11,
1073,94,Mobile Suit Gundam SEED Destiny,Finished Airing,R - 17+ (violence & profanity),False,2004-10-09,2005-10-01,True,2022-03-11,
1074,95,Turn A Gundam,Finished Airing,PG-13 - Teens 13 or older,False,1999-04-09,2000-04-14,True,2022-03-11,
1075,96,Mobile Fighter G Gundam,Finished Airing,PG-13 - Teens 13 or older,False,1994-04-01,1995-03-31,True,2022-03-11,
1076,97,Last Exile,Finished Airing,PG-13 - Teens 13 or older,False,2003-04-08,2003-09-30,True,2022-03-11,
1077,98,Mai-HiME,Finished Airing,PG-13 - Teens 13 or older,False,2004-09-30,2005-03-31,True,2022-03-11,
1078,99,Mai-Otome,Finished Airing,PG-13 - Teens 13 or older,False,2005-10-07,2006-03-31,True,2022-03-11,
1079,100,Shin Shirayuki-hime Densetsu Prétear,Finished Airing,PG-13 - Teens 13 or older,False,2001-04-04,2001-06-27,True,2022-03-11,
1080,101,Air,Finished Airing,PG-13 - Teens 13 or older,False,2005-01-07,2005-03-25,True,2022-03-11,
1081,102,Aishiteruze Baby★★,Finished Airing,PG-13 - Teens 13 or older,False,2004-04-03,2004-10-09,True,2022-03-11,
1082,103,Akazukin Chacha,Finished Airing,G - All Ages,False,1994-01-07,1995-06-30,True,2022-03-11,
1083,104,Ayashi no Ceres,Finished Airing,R - 17+ (violence & profanity),False,2000-04-20,2000-09-28,True,2022-03-11,
1084,105,Boys Be...,Finished Airing,PG-13 - Teens 13 or older,False,2000-04-11,2000-07-04,True,2022-03-11,
1085,106,Hana yori Dango,Finished Airing,PG-13 - Teens 13 or older,False,1996-09-08,1997-08-31,True,2022-03-11,
1086,107,Ou Dorobou Jing,Finished Airing,PG-13 - Teens 13 or older,False,2002-05-15,2002-08-14,True,2022-03-11,
1087,108,Ou Dorobou Jing in Seventh Heaven,Finished Airing,PG-13 - Teens 13 or older,False,2004-01-21,2004-04-28,True,2022-03-11,
1088,109,Bakuretsu Tenshi,Finished Airing,PG-13 - Teens 13 or older,False,2004-04-07,2004-09-15,True,2022-03-11,
1089,110,Chuuka Ichiban!,Finished Airing,PG-13 - Teens 13 or older,False,1997-04-27,1998-09-13,True,2022-03-11,
1090,111,Corrector Yui,Finished Airing,PG - Children,False,1999-04-09,2000-10-20,True,2022-03-11,
1091,112,Chou Henshin Cosprayers,Finished Airing,PG-13 - Teens 13 or older,False,2004-01-12,2004-03-01,True,2022-03-11,
1092,113,Uchuu no Stellvia,Finished Airing,PG-13 - Teens 13 or older,False,2003-04-03,2003-09-25,True,2022-03-11,
1093,114,Sakigake!! Cromartie Koukou,Finished Airing,PG-13 - Teens 13 or older,False,2003-10-03,2004-03-26,True,2022-03-11,
1094,115,El Hazard: The Alternative World,Finished Airing,PG-13 - Teens 13 or older,False,1998-01-08,1998-03-26,True,2022-03-11,
1095,116,El Hazard: The Wanderers,Finished Airing,PG-13 - Teens 13 or older,False,1995-10-06,1996-03-29,True,2022-03-11,
1096,117,El Hazard: The Magnificent World,Finished Airing,PG-13 - Teens 13 or older,False,1995-05-26,1996-01-25,True,2022-03-11,
1097,118,El Hazard 2: The Magnificent World,Finished Airing,PG-13 - Teens 13 or older,False,1997-03-21,1997-10-25,True,2022-03-11,
1098,119,Final Approach,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-03,2004-12-26,True,2022-03-11,
1099,120,Fruits Basket,Finished Airing,PG-13 - Teens 13 or older,False,2001-07-05,2001-12-27,True,2022-03-11,
1100,121,Fullmetal Alchemist,Finished Airing,R - 17+ (violence & profanity),False,2003-10-04,2004-10-02,True,2022-03-11,
1101,122,Full Moon wo Sagashite,Finished Airing,PG-13 - Teens 13 or older,False,2002-04-06,2003-03-29,True,2022-03-11,
1102,123,Fushigi Yuugi,Finished Airing,PG-13 - Teens 13 or older,False,1995-04-06,1996-03-28,True,2022-03-11,
1103,124,Fushigi Yuugi: Eikouden,Finished Airing,PG-13 - Teens 13 or older,False,2001-12-21,2002-06-25,True,2022-03-11,
1104,125,Futakoi,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-06,2004-12-29,True,2022-03-11,
1105,126,Futakoi Alternative,Finished Airing,PG-13 - Teens 13 or older,False,2005-04-07,2005-06-30,True,2022-03-11,
1106,127,Gate Keepers,Finished Airing,PG-13 - Teens 13 or older,False,2000-04-03,2000-09-18,True,2022-03-11,
1107,128,Gate Keepers 21,Finished Airing,PG-13 - Teens 13 or older,False,2002-04-24,2003-01-08,True,2022-03-11,
1108,129,Gensoumaden Saiyuuki,Finished Airing,R - 17+ (violence & profanity),False,2000-04-04,2001-03-27,True,2022-03-11,
1109,130,Saiyuuki Reload,Finished Airing,PG-13 - Teens 13 or older,False,2003-10-02,2004-03-25,True,2022-03-11,
1110,131,Saiyuuki Reload Gunlock,Finished Airing,PG-13 - Teens 13 or older,False,2004-04-02,2004-09-24,True,2022-03-11,
1111,132,GetBackers,Finished Airing,PG-13 - Teens 13 or older,False,2002-10-05,2003-09-20,True,2022-03-11,
1112,133,Green Green,Finished Airing,R+ - Mild Nudity,False,2003-07-12,2003-09-27,True,2022-03-11,
1113,134,Gunslinger Girl,Finished Airing,R - 17+ (violence & profanity),False,2003-10-09,2004-02-19,True,2022-03-11,
1114,135,Hikaru no Go,Finished Airing,PG-13 - Teens 13 or older,False,2001-10-10,2003-03-26,True,2022-03-11,
1115,136,Hunter x Hunter,Finished Airing,PG-13 - Teens 13 or older,False,1999-10-16,2001-03-31,True,2022-03-11,
1116,137,Hunter x Hunter: Original Video Animation,Finished Airing,PG-13 - Teens 13 or older,False,2002-01-17,2002-04-17,True,2022-03-11,
1117,138,Hunter x Hunter: Greed Island,Finished Airing,PG-13 - Teens 13 or older,False,2003-02-05,2003-04-16,True,2022-03-11,
1118,139,Hunter x Hunter: Greed Island Final,Finished Airing,PG-13 - Teens 13 or older,False,2004-03-03,2004-08-18,True,2022-03-11,
1119,141,Jinki:Extend,Finished Airing,R - 17+ (violence & profanity),False,2005-01-06,2005-03-24,True,2022-03-11,
1120,142,Kamikaze Kaitou Jeanne,Finished Airing,PG-13 - Teens 13 or older,False,1999-02-13,2000-01-29,True,2022-03-11,
1121,143,Kannazuki no Miko,Finished Airing,PG-13 - Teens 13 or older,False,2004-10-02,2004-12-18,True,2022-03-11,
1122,144,Kanon,Finished Airing,G - All Ages,False,2002-01-31,2002-03-28,True,2022-03-11,
1123,145,Kareshi Kanojo no Jijou,Finished Airing,PG-13 - Teens 13 or older,False,1998-10-02,1999-03-26,True,2022-03-11,
1124,146,Kono Minikuku mo Utsukushii Sekai,Finished Airing,R+ - Mild Nudity,False,2004-04-02,2004-06-18,True,2022-03-11,
1125,18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,Finished Airing,PG-13 - Teens 13 or older,False,2013-10-05,2013-12-21,True,2022-03-11,
1126,18679,Kill la Kill,Finished Airing,PG-13 - Teens 13 or older,False,2013-10-04,2014-03-28,True,2022-03-11,
1127,18683,Shibai Taroka,Finished Airing,PG-13 - Teens 13 or older,False,1993-11-25,1994-05-21,True,2022-03-11,
1128,18689,Diamond no Ace,Finished Airing,PG-13 - Teens 13 or older,False,2013-10-06,2015-03-29,True,2022-03-11,
1129,18703,Star Dust,Finished Airing,PG-13 - Teens 13 or older,False,1992-09-25,,True,2022-03-11,
1130,18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,Finished Airing,PG-13 - Teens 13 or older,False,2012-11-23,,True,2022-03-11,
1131,18723,Soul Reviver,Finished Airing,PG-13 - Teens 13 or older,False,2013-04-30,,True,2022-03-11,
1132,18729,Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,Finished Airing,PG-13 - Teens 13 or older,False,2007-07-19,,True,2022-03-11,
1133,18731,Bokutachi no Peace River,Finished Airing,G - All Ages,False,1998-10-19,,True,2022-03-11,
1134,18743,Money Wars: Nerawareta Waterfront Keikaku,Finished Airing,PG-13 - Teens 13 or older,False,1991-09-27,,True,2022-03-11,
1135,18745,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,Finished Airing,PG-13 - Teens 13 or older,False,2013-09-13,,True,2022-03-11,
1136,18747,Hotaru Kagayaku,Finished Airing,G - All Ages,False,1991-04-23,,True,2022-03-11,
1137,18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,Finished Airing,PG-13 - Teens 13 or older,False,2013-09-19,,True,2022-03-11,
1138,18755,Donyatsu,Finished Airing,G - All Ages,False,2013-06-01,2013-12-20,True,2022-03-11,
1139,18759,Captain Movie,Finished Airing,G - All Ages,False,1981-07-04,,True,2022-03-11,
1140,18767,BlazBlue: Alter Memory,Finished Airing,R - 17+ (violence & profanity),False,2013-10-09,2013-12-25,True,2022-03-11,
1141,18771,Gifuu Doudou!!: Kanetsugu to Keiji,Finished Airing,R - 17+ (violence & profanity),False,2013-07-03,2013-12-18,True,2022-03-11,
1142,18773,Kuwagata Tsumami,Finished Airing,G - All Ages,False,2005-07-10,2010-11-01,True,2022-03-11,
1143,18781,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,Finished Airing,PG-13 - Teens 13 or older,False,2013-03-27,2013-05-29,True,2022-03-11,
1144,18795,Dagram vs. Round-Facer,Finished Airing,PG-13 - Teens 13 or older,False,1987-01-21,,True,2022-03-11,
1145,18799,Take Your Way,Finished Airing,PG-13 - Teens 13 or older,False,2013-05-20,,True,2022-03-11,
1146,18815,Oh! Super Milk-chan Special,Finished Airing,None,False,2002-03-02,,True,2022-03-11,
1147,18817,Yasai no Yousei: Quiz Gekijou,Finished Airing,G - All Ages,False,2013-06-22,,True,2022-03-11,
1148,18819,Alice Tantei Kyoku,Finished Airing,G - All Ages,False,1995-04-05,1997-01-21,True,2022-03-11,
1149,18821,Ano Yama ni Noborou yo,Finished Airing,PG - Children,False,2003-01-01,,True,2022-03-11,
1150,18823,Hello Kitty no Kieta Santa-san no Okurimono,Finished Airing,G - All Ages,False,2004-01-01,,True,2022-03-11,
1151,18825,Hello Kitty no Shiawase no Tulip,Finished Airing,G - All Ages,False,1995-01-07,,True,2022-03-11,
1152,18827,Hello Kitty: Mahou no Mori no Ohimesama,Finished Airing,G - All Ages,False,1991-07-20,,True,2022-03-11,
1153,18829,Hello Kitty no Shiawase no Aoi Hotaru,Finished Airing,G - All Ages,False,1993-04-21,,True,2022-03-11,
1154,18831,Rinkaku,Finished Airing,PG-13 - Teens 13 or older,False,2012-10-16,,True,2022-03-11,
1155,18835,Hakuouki: Reimeiroku OVA,Finished Airing,PG-13 - Teens 13 or older,False,2013-05-22,,True,2022-03-11,
1156,18841,PES: Peace Eco Smile - Drive your Heart,Finished Airing,G - All Ages,False,2012-05-23,,True,2022-03-11,
1157,18845,Ninja Hattori-kun (2012),Finished Airing,G - All Ages,False,2012-05-13,2015-02-16,True,2022-03-11,
1158,18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Finished Airing,PG-13 - Teens 13 or older,False,2013-12-15,,True,2022-03-11,
1159,18851,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,Finished Airing,PG-13 - Teens 13 or older,False,2014-03-10,,True,2022-03-11,
1160,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,Finished Airing,PG-13 - Teens 13 or older,False,2013-08-18,,True,2022-03-11,
1161,18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Omake Flash,Finished Airing,PG-13 - Teens 13 or older,False,2010-04-23,,True,2022-03-11,
1162,18893,Aoki Hagane no Arpeggio: Ars Nova,Finished Airing,PG-13 - Teens 13 or older,False,2013-10-08,2013-12-24,True,2022-03-11,
1163,18897,Nisekoi,Finished Airing,PG-13 - Teens 13 or older,False,2014-01-11,2014-05-24,True,2022-03-11,
1164,18907,Tensai Eri-chan Kingyo wo Tabeta,Finished Airing,G - All Ages,False,1997-04-26,,True,2022-03-11,
1165,18919,The Midnight★Animal,Finished Airing,PG-13 - Teens 13 or older,False,2013-08-03,2014-01-22,True,2022-03-11,
1166,18937,Hakken Taiken Daisuki! Shimajirou,Finished Airing,G - All Ages,False,2008-04-07,2010-03-29,True,2022-03-11,
1167,18939,Shimajirou Hesoka,Finished Airing,G - All Ages,False,2010-04-05,2012-03-26,True,2022-03-11,
1168,18941,Shimajirou no Wow!,Currently Airing,G - All Ages,True,2012-04-02,,True,2022-03-11,
1169,18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,Finished Airing,G - All Ages,False,2013-03-15,,True,2022-03-11,
1170,18953,Hitotsubu ni Kawaranu Ai wo Komete,Finished Airing,G - All Ages,False,2013-06-01,,True,2022-03-11,
1171,18967,Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,Finished Airing,PG-13 - Teens 13 or older,False,1988-04-01,,True,2022-03-11,
1172,18983,Yuuto-kun ga Iku,Finished Airing,PG - Children,False,2013-06-14,2013-12-06,True,2022-03-11,
1173,18989,Koukaku Kidoutai Arise: Another Mission,Finished Airing,PG-13 - Teens 13 or older,False,2013-06-04,,True,2022-03-11,
1174,19009,DS Anime Soushuuhen '98,Finished Airing,G - All Ages,False,1998-01-01,,True,2022-03-11,
1175,19021,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,Finished Airing,PG-13 - Teens 13 or older,False,2013-09-14,,True,2022-03-11,
1176,19023,"Wake Up, Girls!",Finished Airing,PG-13 - Teens 13 or older,False,2014-01-11,2014-03-29,True,2022-03-11,
1177,19029,Yuyushiki: Nyanyashiki,Finished Airing,PG-13 - Teens 13 or older,False,2013-05-29,2013-10-23,True,2022-03-11,
1178,19049,Tobe! Pegasus Kokoro no Goal ni Shoot,Finished Airing,PG - Children,False,1995-06-03,,True,2022-03-11,
1179,19053,Kaitou Jigoma Ongaku-hen,Finished Airing,PG-13 - Teens 13 or older,False,1988-11-12,,True,2022-03-11,
1180,19059,UFO Nitsukamatta Kodomo-tachi,Finished Airing,G - All Ages,False,1991-01-01,,True,2022-03-11,
1181,19063,Judo-bu Monogatari,Finished Airing,None,False,1991-03-25,1991-06-25,True,2022-03-11,
1182,19067,Future Card Buddyfight,Finished Airing,PG - Children,False,2014-01-04,2015-04-04,True,2022-03-11,
1183,19069,Okane wa Mawaru: Kurashi to Kinyuu,Finished Airing,G - All Ages,False,1993-01-01,,True,2022-03-11,
1184,19071,"Hyakumannen Attara, Dousuru?",Finished Airing,G - All Ages,False,1999-01-01,,True,2022-03-11,
1185,19073,Hoshigari Hime no Bouken,Finished Airing,PG - Children,False,1992-01-01,,True,2022-03-11,
1186,19081,Weekender Girl,Finished Airing,G - All Ages,False,2012-08-29,,True,2022-03-11,
1187,19087,Kaiketsu Tamagon,Finished Airing,PG - Children,False,1972-10-05,1973-09-28,True,2022-03-11,
1188,19099,Pokemon: Mewtwo - Kakusei e no Prologue,Finished Airing,PG - Children,False,2013-07-11,,True,2022-03-11,
1189,19109,Fate/kaleid liner Prisma☆Illya Specials,Finished Airing,PG-13 - Teens 13 or older,False,2013-09-27,2014-01-31,True,2022-03-11,
1190,19111,Love Live! School Idol Project 2nd Season,Finished Airing,PG-13 - Teens 13 or older,False,2014-04-06,2014-06-29,True,2022-03-11,
1191,19115,Giovanni no Shima,Finished Airing,PG-13 - Teens 13 or older,False,2014-02-22,,True,2022-03-11,
1192,19117,Toaru Hikuushi e no Koiuta,Finished Airing,PG-13 - Teens 13 or older,False,2014-01-06,2014-03-31,True,2022-03-11,
1193,19121,Doctor Chichibuyama,Finished Airing,R+ - Mild Nudity,False,1988-04-03,1988-07-31,True,2022-03-11,
1194,19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Finished Airing,PG-13 - Teens 13 or older,False,2013-08-24,,True,2022-03-11,
1195,19125,Mogura no Adventure,Finished Airing,G - All Ages,False,1958-10-15,,True,2022-03-11,
1196,19133,Turning Girls,Finished Airing,PG-13 - Teens 13 or older,False,2013-06-18,2013-07-30,True,2022-03-11,
1197,19135,Kuroi Ame ni Utarete,Finished Airing,R+ - Mild Nudity,False,1984-08-12,,True,2022-03-11,
1198,19137,EDEN,Finished Airing,G - All Ages,False,2011-10-15,,True,2022-03-11,
1199,19151,Walkure Romanze,Finished Airing,R+ - Mild Nudity,False,2013-10-07,2013-12-23,True,2022-03-11,
1200,19157,Youkai Watch,Finished Airing,G - All Ages,False,2014-01-08,2018-03-30,True,2022-03-11,
1201,19159,Genshiken Nidaime OVA,Finished Airing,R - 17+ (violence & profanity),False,2013-12-20,,True,2022-03-11,
1202,19163,Date A Live II,Finished Airing,R - 17+ (violence & profanity),False,2014-04-12,2014-06-14,True,2022-03-11,
1203,19165,Fate/Zero Cafe,Finished Airing,G - All Ages,False,2013-07-13,2016-03-19,True,2022-03-11,
1204,19167,Senbon Matsubara,Finished Airing,PG-13 - Teens 13 or older,False,1992-07-11,,True,2022-03-11,
1205,19169,Go! Go! Kadendanshi,Finished Airing,G - All Ages,False,2013-07-02,2013-12-28,True,2022-03-11,
1206,19171,Sanjougattai Transformers Go!,Finished Airing,PG - Children,False,2013-07-01,2014-04-01,True,2022-03-11,
1207,19177,Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,Finished Airing,PG-13 - Teens 13 or older,False,1981-12-22,,True,2022-03-11,
1208,19185,HORIZON feat. Hatsune Miku,Finished Airing,G - All Ages,False,2013-06-21,,True,2022-03-11,
1209,19187,Fake Doll,Finished Airing,G - All Ages,False,2012-08-27,,True,2022-03-11,
1210,19191,Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,Finished Airing,R - 17+ (violence & profanity),False,2013-11-30,,True,2022-03-11,
1211,19193,Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,Finished Airing,R - 17+ (violence & profanity),False,2014-06-28,,True,2022-03-11,
1212,19195,Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,Finished Airing,R - 17+ (violence & profanity),False,2014-09-06,,True,2022-03-11,
1213,19207,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,Finished Airing,PG-13 - Teens 13 or older,False,2013-07-06,2013-09-07,True,2022-03-11,
1214,19209,Devour Dinner,Finished Airing,G - All Ages,False,2008-01-01,,True,2022-03-11,
