star_key,star_name,star_detected_disc,star_age,star_metallicity,star_sp_type,star_teff,star_magnetic_field,star_alternate_names,row_current,current_as_of,row_expired_date
4927,Kepler-282,,,-0.374,,5602.0,,"2MASS J18584254+4447516, KIC 8609450, KOI-1278, WISE J185842.53+444751.5",True,2022-05-01,
4928,delta Pav,,,,G8IV,,,"HIP 99240, HD 190248",True,2022-05-01,
4929,HD 87838,,,0.4,GO,6118.0,,None,True,2022-05-01,
4930,2MASS J19502353+4602375,,,-0.46,,4883.0,,9481235,True,2022-05-01,
4931,Kepler-645,,2.95,-0.01,,6170.0,,"2MASS J19211746+4402089, KIC 8161561, KOI-688, WISE J192117.47+440208.8",True,2022-05-01,
4932,Kepler-806,,7.76,0.0,,5770.0,,"2MASS J19440169+4451123, KIC 8700771, KOI-1283, WISE J194401.71+445112.7",True,2022-05-01,
4933,Kepler-424,,,0.44,,5460.0,,"2MASS J19542997+4834388, KIC 11046458, KOI-214, WISE J195429.98+483439.0",True,2022-05-01,
4934,WASP-57,,,,G6,,,None,True,2022-05-01,
4935,WASP-54,,,,,,,"2MASS J13414903-0007410, BD+00 3088, TYC 4967-678-1",True,2022-05-01,
4936,Kepler-740,,4.79,0.03,,5438.0,,"2MASS J19055574+4641328, KIC 9820483, KOI-953",True,2022-05-01,
4938,Kepler-966,,4.07,0.04,,5840.0,,"2MASS J19490493+5007185, KIC 11875734, KOI-1828, WISE J194904.93+500718.5",True,2022-05-01,
4939,2MASS J19440832+4433439,,,-0.2,,6131.0,,8507073,True,2022-05-01,
4940,TOI-1235,,0.8,0.33,M0.5V,3997.0,,None,True,2022-05-01,
4941,K2-321,,,,,3855.0,,"2MASS J10253725+0230516, EPIC 248480671, TIC 277833995, WISE J102537.29+023050.5",True,2022-05-01,
4942,2MASS J18502112+4120495,,,0.07,,4926.0,,6019971,True,2022-05-01,
4943,Kepler-1694,,,-0.58,,4958.0,,"5106313, 2MASS J19351045+4014273, KIC 5106313, KOI-2878, WISE J193510.46+401427.5",True,2022-05-01,
4944,2MASS J19190992+4017579,,,-0.4,,5067.0,,5092655,True,2022-05-01,
4945,2MASS J19561558+4130298,,,-0.42,,5787.0,,6233573,True,2022-05-01,
4946,2MASS J18473554+4217091,,,0.04,,4991.0,,6752002,True,2022-05-01,
4947,Kepler-419,,2.8,0.176,,6430.0,,"KOI-1474, 2MASS J19414029+5111051, KIC 12365184, WISE J194140.29+511105.1",True,2022-05-01,
4948,Kepler-1563,,4.07,0.02,,5765.0,,"2MASS J19141766+5128219, KIC 12505503, KOI-4190, WISE J191417.65+512821.9",True,2022-05-01,
4949,2MASS J19123284+4602181,,,-0.34,,5465.0,,9456887,True,2022-05-01,
4950,2MASS J19250646+5108085,,,-0.48,,6134.0,,12356746,True,2022-05-01,
4951,2MASS J18430644+4255283,,,-0.26,,4315.0,,7335514,True,2022-05-01,
4952,Kepler-561,,4.27,0.02,,5646.0,,"2MASS J19345930+4506259, KIC 8890783, KOI-464, WISE J193459.30+450625.9",True,2022-05-01,
4953,OGLE-2013-BLG-0578L,,,,M-dwarf,,,OGLE-2013-BLG-0578,True,2022-05-01,
4954,K2-21,,,-0.11,M0.0,4222.06,,"2MASS 22411288-1429202, 2MASS J22411288-1429202, EPIC 206011691, WISE J224112.90-142921.1",True,2022-05-01,
4955,2MASS J19380686+4638274,,,0.38,,4385.0,,9837661,True,2022-05-01,
4956,HD 149026,,2.0,0.36,G0 IV,6147.0,,None,True,2022-05-01,
4957,2MASS J19112159+3815197,,,-0.2,,5243.0,,3103473,True,2022-05-01,
4958,K2-252,,,-0.09,,5152.0,,"2MASS J12092792-0818342, EPIC 228763938, WISE J120927.92-081834.5",True,2022-05-01,
4959,2MASS J19481416+4928426,,,-0.08,,4798.0,,11519187,True,2022-05-01,
4960,OGLE-2013-BLG-0132L,,,,,,,MOA-2013-BLG-148 ,True,2022-05-01,
4961,2MASS J19455323+4040538,,,-0.32,,6231.0,,5466109,True,2022-05-01,
4962,AB Dor C,,,,M8,,,None,True,2022-05-01,
4963,2MASS J19062625+4203476,,,0.26,,5618.0,,6590726,True,2022-05-01,
4964,GJ 752 A,,5.5,0.0,M2.5 V,3557.0,,"2MASS J19165526+0510086, HD 180617",True,2022-05-01,
4965,2MASS J19115287+4758195,,,0.07,,6343.0,,10656508,True,2022-05-01,
4966,WASP-9,,,,,,,None,True,2022-05-01,
4967,2MASS J19162324+4400157,,,-0.1,,6495.0,,8158127,True,2022-05-01,
4968,2MASS J19223801+4046427,,,-0.06,,6450.0,,5530112,True,2022-05-01,
4969,HD 41004 A,,1.64,-0.09,K1 V,5035.0,,None,True,2022-05-01,
4970,K2-220,,,0.04,,5660.0,,"2MASS J00510476+0931003, EPIC 220621788, WISE J005104.78+093100.3",True,2022-05-01,
4971,2MASS J19410893+4113190,,,-0.18,,5700.0,,5972334,True,2022-05-01,
4972,TYC+1422-614-1,,,-0.2,,4806.0,,None,True,2022-05-01,
4973,2MASS J19005026+4632272,,,-0.28,,5359.0,,9758032,True,2022-05-01,
4974,EPIC 248435395,,12.4,-0.44,,4190.0,,2MASS 10314174+0056048,True,2022-05-01,
4975,HD 82886,,7.0,-0.31,G0,5112.0,,None,True,2022-05-01,
4976,1RXS J235133.3+312720,,0.1,,M2V,,,2MASS J23513366+3127229,True,2022-05-01,
4977,Kepler-875,,3.39,0.03,,5958.0,,"2MASS J19491231+4308307, KIC 7549209, KOI-1518, WISE J194912.31+430830.5",True,2022-05-01,
4978,2MASS J19293152+3804359,,,-0.12,,4907.0,,2856960,True,2022-05-01,
4979,KIC 10255705,,,-0.13,,5030.0,,2MASS 18512491+4722389,True,2022-05-01,
4980,2MASS J19390823+4929315,,,0.07,,6046.0,,11513486,True,2022-05-01,
4981,2MASS J19215833+4512212,,,-0.12,,5934.0,,8949247,True,2022-05-01,
4982,Kepler-715,,3.98,0.02,,5871.0,,"2MASS J18543138+4322458, KIC 7663691, KOI-891, WISE J185431.39+432245.8",True,2022-05-01,
4983,2MASS J19153988+5132059,,,-0.38,,4680.0,,12554212,True,2022-05-01,
4984,HD 96167,,3.8,0.34,G5D,5770.0,,None,True,2022-05-01,
4985,2MASS J18484728+4725104,,,-0.18,,6277.0,,10320341,True,2022-05-01,
4986,2MASS J19092921+4633534,,,-0.38,,6540.0,,9761573,True,2022-05-01,
4987,K2-101,,0.79,0.14,K3,4819.0,,"2MASS J08412258+1856020, EPIC 211913977, WISE J084122.55+185601.8",True,2022-05-01,
4988,2MASS J19504667+4752442,,,-0.48,,6475.0,,10616656,True,2022-05-01,
4989,HD 34445,,8.5,0.14,G0V,5836.0,,None,True,2022-05-01,
4990,Kepler-915,,3.39,0.08,,6173.0,,"2MASS J19222209+4544136, KIC 9277896, KOI-1632, WISE J192222.10+454413.9",True,2022-05-01,
4991,Kepler-1407,,3.24,0.05,,6010.0,,"2MASS J18554618+4128177, KIC 6103377, KOI-3004, WISE J185546.18+412817.5",True,2022-05-01,
4992,HD 95872,,10.0,0.41,K0V,5312.0,,None,True,2022-05-01,
4993,2MASS J19313083+4520397,,,-0.14,,5543.0,,9024857,True,2022-05-01,
4994,Kepler-1000,,1.26,0.35,,6453.0,,"2MASS J19064452+4705535, KIC 10063802, KOI-1888, WISE J190644.51+470553.5",True,2022-05-01,
4995,HR 5183,,7.7,0.1,GOV,5794.0,,HD 120066,True,2022-05-01,
4996,2MASS J19111614+3811413,,,-0.58,,5475.0,,2976017,True,2022-05-01,
4997,CoRoT-19,,5.0,-0.02,F9V,6090.0,,None,True,2022-05-01,
4998,2MASS J19120733+4025058,,,-0.16,,6181.0,,5263167,True,2022-05-01,
4999,MOA-2012-BLG-006,,,,,,,None,True,2022-05-01,
5000,Kepler-507,,3.8,0.06,,6113.0,,"2MASS J19480452+5024323, KIC 12024120, KOI-265, WISE J194804.51+502432.5",True,2022-05-01,
5001,Kepler-238,,,0.143,,5751.0,,"2MASS J19113530+4038161, KIC 5436502, KOI-834, WISE J191135.30+403816.1",True,2022-05-01,
5002,OGLE-2017-BLG-1375,,,,,,,None,True,2022-05-01,
5003,Kepler-175,,,-0.023,,6064.0,,"2MASS J19181278+4352342, KIC 8022244, KOI-519, WISE J191812.78+435234.0",True,2022-05-01,
5004,Kepler-1653,,7.7,-0.18,,4807.0,,"2MASS J19454986+4115576, KIC 5977470, KOI-4550, WISE J194549.84+411557.6",True,2022-05-01,
5005,Kepler-1285,,2.75,0.16,,6170.0,,"2MASS J18472048+4409213, KIC 8212002, KOI-2593, WISE J184720.48+440921.2",True,2022-05-01,
5006,2MASS J19452085+4336003,,,-0.22,,5984.0,,7905106,True,2022-05-01,
5007,Kepler-1255,,3.55,0.02,,6018.0,,"2MASS J19405742+4243353, KIC 7212184, KOI-2487, WISE J194057.42+424335.3",True,2022-05-01,
5008,Kepler-1218,,3.8,-0.02,,5986.0,,"2MASS J19261895+4431541, KIC 8494617, KOI-2389, WISE J192618.93+443154.0",True,2022-05-01,
5009,2MASS J19264400+3745057,,,-0.04,,5653.0,,2444412,True,2022-05-01,
5010,HD 19467,,7.2,-0.15,G3V,5680.0,,None,True,2022-05-01,
5011,Kepler-1381,,4.07,-0.1,,5747.0,,"2MASS J19100858+4843400, KIC 11129258, KOI-2898, WISE J191008.58+484340.0",True,2022-05-01,
5012,Kepler-99,,1.47,0.18,,4782.0,,"KOI-305, KIC 6063220, 2MASS J19492496+4118001, Kepler-99 B, WISE J194924.96+411800.2",True,2022-05-01,
5013,K2-137,,,0.08,M3 V,3492.0,,"2MASS J12272899-0611428, EPIC  228813918, EPIC 228813918, WISE J122728.92-061142.7",True,2022-05-01,
5014,2MASS J19395234+4933234,,,-0.14,,5751.0,,11565544,True,2022-05-01,
5015,2MASS J19282877+4255540,,,,,,,7363829,True,2022-05-01,
5016,WD 1032+011,,,,,,,None,True,2022-05-01,
5017,2MASS J19093039+4300341,,,-0.1,,4795.0,,7431665,True,2022-05-01,
5018,Kepler-1180,,3.09,0.0,,6077.0,,"2MASS J19433300+4309218, KIC 7542813, KOI-2302, WISE J194332.99+430921.6",True,2022-05-01,
5019,2MASS J19424365+4735307,,,,,,,10414727,True,2022-05-01,
5020,EPIC 219388192,,3.9,0.03,G,5850.0,,"2MASS J19173402-1652177, CWW 89A",True,2022-05-01,
5021,OGLE-2017-BLG-0604,,,,,,,None,True,2022-05-01,
5022,KIC 5094412,,,-0.327,,5313.0,,None,True,2022-05-01,
5023,WASP-25,,,-0.05,G4,5750.0,,None,True,2022-05-01,
5024,Kepler-130,,,0.02,,5884.0,,"2MASS J19134816+4014431, KIC 5088536, KOI-282, Kepler-130 A, WISE J191348.14+401442.7",True,2022-05-01,
5025,Kepler-1223,,3.63,0.04,,4870.0,,"2MASS J19011098+4433099, KIC 8481129, KOI-2402, WISE J190110.96+443309.9",True,2022-05-01,
5026,2MASS J19182949+4406159,,,-0.44,,5515.0,,8227086,True,2022-05-01,
5027,2MASS J19405935+4545267,,,0.07,,7818.0,,9289704,True,2022-05-01,
5028,Kepler-17,,1.78,0.26,G2 V,5781.0,,"2MASS J19533486+4748540, KIC 10619192, KOI-203, WISE J195334.86+474853.9",True,2022-05-01,
5029,TOI-1860,,,,G5V,5752.0,,"GJ 577A, HIP 73869, HD 134319",True,2022-05-01,
5030,HD 173416,,,,G8,4683.0,,None,True,2022-05-01,
5031,Kepler-1684,,,-0.1,,4787.0,,"9654468, 2MASS J19360129+4618383, KIC 9654468, KOI-2417, WISE J193601.29+461838.4",True,2022-05-01,
5032,Kepler-1351,,4.17,-0.03,,4439.0,,"2MASS J19342609+4211516, KIC 6697756, KOI-2798, WISE J193426.04+421152.1",True,2022-05-01,
5033,2MASS J19210231+4523182,,,-0.16,,5695.0,,9017682,True,2022-05-01,
5034,HD 80606,,7.63,0.43,G5,5645.0,,None,True,2022-05-01,
5035,K2-177,,,0.41,,6063.0,,"2MASS J03405510+2044100, EPIC 210857328, WISE J034055.10+204409.9",True,2022-05-01,
5036,EPIC 206317286,,,,,,,"2MASS J22302822-0758205, K2-303, WISE J223028.26-075820.8",True,2022-05-01,
5037,HIP 67851,,,0.0,KOIII,4890.0,,None,True,2022-05-01,
5038,K2-291,,3.72,0.08,,5520.0,,"EPIC 247418783, 2MASS J05054699+2132552, HD 285181, TYC 1294-1233-1, WISE J050547.01+213254.0",True,2022-05-01,
5039,OGLE-2018-BLG-0596,,,,,,,None,True,2022-05-01,
5040,2MASS J19213550+4145028,,,0.02,,5696.0,,6359929,True,2022-05-01,
5041,2MASS J19284107+4054587,,,-0.16,,5845.0,,5706595,True,2022-05-01,
5042,2MASS J19573158+4535320,,,0.42,,4991.0,,9177629,True,2022-05-01,
5044,2MASS J19551595+4340239,,,-0.04,,7279.0,,7914906,True,2022-05-01,
5045,Kepler-168,,,-0.012,,6282.0,,"2MASS J19385044+3949303, KIC 4757437, KOI-497, WISE J193850.40+394930.4",True,2022-05-01,
5046,Kepler-1601,,4.27,0.05,,5869.0,,"2MASS J19020310+3804470, KIC 2831055, KOI-4400, WISE J190203.11+380447.3",True,2022-05-01,
5047,GJ 625,,,-0.38,M2,3499.0,,None,True,2022-05-01,
5048,HD 215152,IR Excess,,-0.1,K3V,4935.0,,None,True,2022-05-01,
5049,HAT-P-63,,9.0,0.251,,5400.0,,None,True,2022-05-01,
5050,Gliese 49,,,0.13,M1.5V,3805.0,,"2MASS J01023895+6220422, BD+61 195, HIP 4872, IRAS 00594+6204, LHS 1179, TYC 4021-01115-1, WDS J01026+6221A, WISE J010239.92+622043.1",True,2022-05-01,
5051,Kepler-1226,,3.72,-0.08,,5923.0,,"2MASS J19453045+5037172, KIC 12120484, KOI-2407, WISE J194530.44+503717.3",True,2022-05-01,
5052,HD 210277,IR Excess,6.93,0.19,G0,5532.0,,None,True,2022-05-01,
5053,GJ 1252,,,0.1,,3458.0,,None,True,2022-05-01,
5054,2M0326+29A,,,,L3.5,,,2MASS J03261367+2950152,True,2022-05-01,
5055,2MASS J19092650+4833230,,,0.0,,6028.0,,11021266,True,2022-05-01,
5056,YZ Cet,,4.0,-0.26,M4.5,3056.0,,None,True,2022-05-01,
5057,EPIC 249893012,,9.0,0.2,G8 1V/V,5430.0,,None,True,2022-05-01,
5058,K2-8,,,-0.02,K3 V,4870.0,,"EPIC 201445392, 2MASS J11191047-0017036, WISE J111910.45-001703.8",True,2022-05-01,
5059,2MASS J19222593+3748068,,,-0.04,,6103.0,,2572029,True,2022-05-01,
5060,TOI-717,,,,,3427.0,,None,True,2022-05-01,
5061,2MASS J18520546+4715400,,,-0.14,,5467.0,,10189546,True,2022-05-01,
5062,2MASS J19004443+4933553,,,0.31,,3450.0,,11548140,True,2022-05-01,
5063,Kepler-234,,,0.075,,6224.0,,"2MASS J19263684+3829407, KIC 3342970, KOI-800, WISE J192636.84+382940.7",True,2022-05-01,
5064,SR 12 (AB),,0.001,,K4-M2.5,,,None,True,2022-05-01,
5065,Kepler-232,,,0.083,,5847.0,,"2MASS J19431587+5107182, KIC 12366084, KOI-787, WISE J194315.87+510718.2",True,2022-05-01,
5066,Kepler-1053,,3.09,0.1,,4529.0,,"2MASS J19254047+3907387, KIC 4056616, KOI-2013, WISE J192540.47+390738.6",True,2022-05-01,
5067,Kepler-1687,,,-0.2,,4249.0,,"12156347, 2MASS J19185826+5047133, KIC 12156347, KOI-2588, WISE J191858.27+504713.4",True,2022-05-01,
5068,HIP 65407,,,0.25,K0,5460.0,,None,True,2022-05-01,
5069,Kepler-899,,4.07,-0.06,,5595.0,,"2MASS J19495582+4040508, KIC 5470739, KOI-1585",True,2022-05-01,
5070,K2-221,,,0.13,,5716.0,,"2MASS J01063719+1011231, EPIC 220650439, WISE J010637.20+101123.0",True,2022-05-01,
5071,ZTFJ0003+14,,,,WD,11600.0,,None,True,2022-05-01,
5072,K2-151,,,-0.19,M1.5 V,3695.0,,"2MASS J01171307+0930050, EPIC 220621087, EPIC 220621087 B, K2-151 B, WISE J011713.12+093004.7",True,2022-05-01,
5073,HD 220689,,,,G3V,,,None,True,2022-05-01,
5074,DW Uma,,,,M3,,,None,True,2022-05-01,
5075,TOI-251,,0.18,-0.106,,5875.0,,None,True,2022-05-01,
5076,2MASS J19324051+4523158,,,-0.4,,6054.0,,9025662,True,2022-05-01,
5077,BD+49 828,,2.3,-0.19,KO,4943.0,,None,True,2022-05-01,
5078,2MASS J19471625+4646534,,,0.07,,5047.0,,9904059,True,2022-05-01,
5079,Kepler-129,,,,,5770.0,,"2MASS J19011470+4750549, KIC 10586004, KOI-275, WISE J190114.69+475054.6",True,2022-05-01,
5080,Kepler-1189,,3.39,0.08,,6012.0,,"2MASS J19534232+4756484, KIC 10684670, KOI-2317, WISE J195342.33+475648.5",True,2022-05-01,
5081,2MASS J19490533+4305553,,,-1.06,,4504.0,,7466270,True,2022-05-01,
5082,2MASS J19494219+4155587,,,0.08,,5533.0,,6543192,True,2022-05-01,
5083,Kepler-331,,,-0.85,,4347.0,,"2MASS J19272023+3918264, KIC 4263293, KOI-1895, WISE J192720.24+391826.4",True,2022-05-01,
5084,2MASS J18532048+4712317,,,-0.08,,5896.0,,10190075,True,2022-05-01,
5085,2MASS J18483710+4214044,,,,,5780.0,,6752502,True,2022-05-01,
5086,OGLE-2009-BLG-151L,,,,,,,MOA-2009-232,True,2022-05-01,
5087,2MASS J19442116+4708344,,,-1.04,,5286.0,,10153011,True,2022-05-01,
5088,Kepler-1444,,4.79,0.06,,5810.0,,"2MASS J19011934+4202255, KIC 6587796, KOI-3237, WISE J190119.35+420225.7",True,2022-05-01,
5089,K2-243,,,-0.03,,6570.0,,"2MASS J12042913-0453572, EPIC 201166680, TYC 4942-667-1, WISE J120429.09-045356.9",True,2022-05-01,
5090,HD 192263,IR Excess,0.57,-0.2,K2 V,4965.0,,None,True,2022-05-01,
5091,WD 1856+534,,,,WD,,,"LP 141-14, TIC 267574918",True,2022-05-01,
5092,HD 25015,,4.0,0.04,K2V,5160.0,,None,True,2022-05-01,
5093,KIC 6805146,,,,,6214.0,,None,True,2022-05-01,
5094,2MASS J19394367+3948447,,,-0.16,,6705.0,,4758350,True,2022-05-01,
5095,2MASS J19232622+3838017,,,0.28,,6026.0,,3542573,True,2022-05-01,
5096,Kepler-592,,3.89,-0.03,,5913.0,,"2MASS J19030976+4840597, KIC 11073351, KOI-537, WISE J190309.78+484059.6",True,2022-05-01,
5097,Kepler-660,,4.57,-0.07,,4779.0,,"2MASS J19123318+4743280, KIC 10526549, KOI-746, WISE J191233.18+474328.3",True,2022-05-01,
5098,Kepler-243,,,0.241,,5228.0,,"2MASS J19002651+4202022, KIC 6587280, KOI-857, WISE J190026.50+420202.2",True,2022-05-01,
5099,OGLE-2016-BLG-1093L,,,,,,,None,True,2022-05-01,
5100,2MASS J19152899+5048560,,,0.0,,5271.0,,12204137,True,2022-05-01,
5101,HD 179079,,,0.29,G5IV,5724.0,,None,True,2022-05-01,
5102,OGLE-TR-56,,2.0,,G,,,None,True,2022-05-01,
5103,Kepler-1613,,3.55,0.01,,6005.0,,"2MASS J19193000+4325154, KIC 7747457, KOI-4561, WISE J191930.00+432515.3",True,2022-05-01,
5104,2MASS J19402938+3923273,,,0.0,,5285.0,,4277304,True,2022-05-01,
5105,2MASS J18493406+4353216,,,0.4,,5616.0,,8008067,True,2022-05-01,
5106,2MASS J19243324+3751334,,,-0.26,,6363.0,,2574338,True,2022-05-01,
5107,Kepler-1108,,4.17,-0.09,,5406.0,,"2MASS J19441016+4559065, KIC 9415108, KOI-2121, WISE J194410.15+455906.5",True,2022-05-01,
5108,2MASS J19114599+4400288,,,0.14,,6215.0,,8155654,True,2022-05-01,
5109,2MASS J19372062+4144511,,,-0.34,,5314.0,,6372194,True,2022-05-01,
5110,WASP-151,,5.1,0.1,G1,5871.0,,"K2-134, EPIC 246441449, 2MASS J23161522+0018242",True,2022-05-01,
5111,HD 52265,IR Excess,4.88,0.21,G0 V,6159.0,,None,True,2022-05-01,
5112,Ross 458 (AB),,0.475,0.0,M0.5,,,"DT Virginis, HIP 63510, GI 494",True,2022-05-01,
5113,HD 4208,,4.47,-0.284,G5 V,5571.0,,None,True,2022-05-01,
5114,HD 24085,,,,G0V,6034.0,,None,True,2022-05-01,
5115,HD 134606,,,,G6IV,,,None,True,2022-05-01,
5116,Kepler-340,,,-0.094,,6620.0,,"2MASS J19434403+4018020, KIC 5202905, KOI-1932, WISE J194344.02+401802.0",True,2022-05-01,
5117,Kepler-349,,,-0.091,,5956.0,,"2MASS J19344235+4436560, KIC 8564674, KOI-2022, WISE J193442.37+443656.2",True,2022-05-01,
5118,Kepler-1066,,3.8,-0.03,,5762.0,,"2MASS J19552797+4630080, KIC 9790806, KOI-2035, WISE J195527.98+463008.0",True,2022-05-01,
5119,2MASS J19004386+4349519,,,-0.28,,6550.0,,8013439,True,2022-05-01,
5120,Kepler-456,,,-0.5,,6258.0,,"2MASS J19155797+4113229, KIC 5951458, 2MASS J19155797+4113229 ",True,2022-05-01,
5121,Kepler-914,,3.98,0.22,,5877.0,,"2MASS J19213888+4453575, KIC 8685497, KOI-1629, WISE J192138.89+445357.6",True,2022-05-01,
5122,Kapteyn's,,8.0,-0.86,dM1,3550.0,,None,True,2022-05-01,
5123,HD 171238,,4.92,0.17,KOV,5467.0,,None,True,2022-05-01,
5124,K2-260,,1.9,-0.14,F6 V,6367.0,,"K2-260, 2MASS J05072816+1652037, EPIC 246911830, WISE J050728.15+165203.7",True,2022-05-01,
5125,2MASS J19460834+4947090,,,0.46,,5128.0,,11671646,True,2022-05-01,
5126,Kepler-1388,,4.47,0.02,,4098.0,,"2MASS J18532065+4710283, KIC 10122538, KOI-2926, WISE J185320.64+471028.1",True,2022-05-01,
5127,2MASS J19484562+4001407,,,0.07,,9436.0,,4945877,True,2022-05-01,
5128,HD 90156,,4.4,-0.24,G5V,5599.0,,None,True,2022-05-01,
5129,HIP 57050,,,0.13,M4V,3358.0,,"GJ 1148, 2MASS J11414471+4245072",True,2022-05-01,
5130,HD 21411,,,,G8V,5605.0,,None,True,2022-05-01,
5131,K2-29,,2.6,0.16,G7 V,5358.0,,"WASP-152, EPIC 211089792, 1SWASP J041040.95+242407.3, 2MASS J04104086+2424061, EPIC 211089792 A, K2-29 A, TYC 1818-1428-1, WISE J041040.88+242405.9",True,2022-05-01,
5132,HD 10442,,,0.11,K2 IV,5034.0,,None,True,2022-05-01,
5133,WASP-14,,0.75,0.0,F5V,6475.0,,None,True,2022-05-01,
5134,HIP 74890,,,0.2,K1III,4850.0,,None,True,2022-05-01,
5135,Kepler-1050,,3.55,0.03,,6010.0,,"2MASS J18514199+4837350, KIC 11069176, KOI-2007, WISE J185141.99+483735.0",True,2022-05-01,
5136,Kepler-1655,,2.56,-0.24,G0 V,6148.0,,"2MASS J19064546+3912428, KIC 4141376, KOI-280, WISE J190645.48+391243.3",True,2022-05-01,
5137,2MASS J19203675+4538076,,,-0.58,,5183.0,,9214176,True,2022-05-01,
5138,Kepler-1640,,2.4,0.1,,6324.0,,"2MASS J19381389+4051018, KIC 5629353, KOI-6132, WISE J193813.89+405101.7",True,2022-05-01,
5139,2MASS J19554239+4058136,,,-0.32,,6640.0,,5734702,True,2022-05-01,
5140,2M 1258+2630,,,,,,,None,True,2022-05-01,
5141,2MASS J19364821+4027214,,,-0.06,,6147.0,,5283458,True,2022-05-01,
5142,Kepler-1362,,3.09,0.06,,4857.0,,"2MASS J19140925+4052375, KIC 5609593, KOI-2834, WISE J191409.25+405237.5",True,2022-05-01,
5143,Kepler-1504,,4.47,-0.17,,5393.0,,"2MASS J19185087+5007415, KIC 11860395, KOI-3445, WISE J191850.87+500741.6",True,2022-05-01,
5144,Kepler-321,,,,,5740.0,,"2MASS J19374888+4408447, KIC 8240797, KOI-1809, WISE J193748.89+440844.8",True,2022-05-01,
5145,2MASS J19215163+4755450,,,-1.38,,4722.0,,10662202,True,2022-05-01,
5146,Kepler-1456,,3.72,-0.09,,4231.0,,"2MASS J19074687+4349219, KIC 8016691, KOI-3286, WISE J190746.88+434921.9",True,2022-05-01,
5147,K2-238,,5.63,0.34,G2 V,5630.0,,"2MASS J23104905-0751270, EPIC 246067459, WISE J231049.06-075127.2",True,2022-05-01,
5148,Kepler-82,,,0.15,,5428.0,,"KOI-880, KIC 7366258, 2MASS J19312961+4257580 , 2MASS J19312961+4257580, WISE J193129.62+425758.0",True,2022-05-01,
5149,Kepler-381,,,,,6152.0,,"2MASS J19004386+4349519, KIC 8013439, KOI-2352, WISE J190043.88+434951.8",True,2022-05-01,
5150,2MASS J19402093+4910116,,,0.28,,5018.0,,11357192,True,2022-05-01,
5151,Kepler-766,,3.63,0.09,,5992.0,,"2MASS J19324428+3758114, KIC 2721030, KOI-1094, WISE J193244.25+375811.0",True,2022-05-01,
5152,2MASS J19003479+3911131,,,-0.58,,6052.0,,4037428,True,2022-05-01,
5153,Kepler-736,,4.27,0.03,,5217.0,,"2MASS J19013391+4610513, KIC 9513865, KOI-943, WISE J190133.93+461051.5",True,2022-05-01,
5154,Kepler-968,,2.14,0.13,,4598.0,,"2MASS J19022460+5006433, KIC 11853878, KOI-1833, WISE J190224.61+500643.3",True,2022-05-01,
5155,Kepler-449,,,,,5552.0,,"KOI-270, KIC 6528464, 2MASS J19345587+4154030, WISE J193455.87+415402.5",True,2022-05-01,
5156,Kepler-523,,2.45,-0.03,,5515.0,,"2MASS J18561467+4530246, KIC 9139084, KOI-323, WISE J185614.66+453024.5",True,2022-05-01,
5157,Kepler-607,,4.9,-0.02,,5196.0,,"2MASS J19241372+4437565, KIC 8558011, KOI-577, WISE J192413.71+443756.4",True,2022-05-01,
5158,2MASS J19360188+4513577,,,-0.26,,6146.0,,8958939,True,2022-05-01,
5159,K2-18,,,0.12,M2.5 V,3457.0,,"EPIC 201912552, 2MASS J11301450+0735180, WISE J113014.45+073516.8",True,2022-05-01,
5160,HD 14787,,,,G5,4942.0,,None,True,2022-05-01,
5161,2MASS J18545382+4652448,,,-0.06,,6350.0,,9936080,True,2022-05-01,
5162,HIP 116454,,,-0.16,K2,5089.0,,None,True,2022-05-01,
5163,Kepler-1159,,2.75,0.04,,6217.0,,"2MASS J19370392+4512155, KIC 8959839, KOI-2253, WISE J193703.91+451215.3",True,2022-05-01,
5164,24 Boo,,6.92,-0.77,G3IV,4893.0,,None,True,2022-05-01,
5166,2MASS J19362014+4248345,,,-0.28,,5508.0,,7289577,True,2022-05-01,
5167,Kepler-1148,,4.57,-0.02,,5054.0,,"2MASS J19234885+4543103, KIC 9278725, KOI-2223, WISE J192348.87+454310.4",True,2022-05-01,
5168,CoRoT-21,,4.1,0.0,F8IV,6200.0,,None,True,2022-05-01,
5169,2MASS J19084619+3937341,,,-0.16,,5450.0,,4547603,True,2022-05-01,
5170,Kepler-348,,,-0.039,,6177.0,,"2MASS J19490121+4032541, KIC 5384079, KOI-2011, WISE J194901.21+403254.1",True,2022-05-01,
5171,Kepler-262,,,-0.115,,5841.0,,"2MASS J19225488+3715095, KIC 1718189, KOI-993, WISE J192254.89+371509.6",True,2022-05-01,
5172,K2-26,,1.0,-0.13,M1.0 V,3785.0,,"2MASS J06164957+2435470, EPIC 202083828, WISE J061649.55+243545.5",True,2022-05-01,
5173,K2-198,,,,,5212.9,,"EPIC 212768333, 2MASS J13152252-0627535, TYC 4964-1269-1, WISE J131522.49-062753.9",True,2022-05-01,
5174,Kepler-396,,,-0.129,,5384.0,,"2MASS J19443187+4858386, KIC 11253827, KOI-2672, WISE J194431.87+485838.4",True,2022-05-01,
5175,Kepler-1238,,2.14,0.05,,6386.0,,"2MASS J19513739+4009462, KIC 5036705, KOI-2437, WISE J195137.39+400946.1",True,2022-05-01,
5176,2MASS J18523209+4051087,,,-0.14,,5931.0,,5597361,True,2022-05-01,
