star_key,star_name,star_detected_disc,star_age,star_metallicity,star_sp_type,star_teff,star_magnetic_field,star_alternate_names,row_current,current_as_of,row_expired_date
2,Kepler-820,,2.63,0.09,,6260.0,,"2MASS J19240483+3913144, KIC 4155328, KOI-1335",True,2022-05-01,
3,HD 133131 A,,9.7,-0.306,G2V,5799.0,,None,True,2022-05-01,
4,K2-318,,,,,3851.0,,"2MASS J15294714-1733261, EPIC 249826231, TIC 335322931, WISE J152947.09-173326.6",True,2022-05-01,
5,Kepler-536,,4.79,0.0,,5524.0,,"2MASS J19505673+4938137, KIC 11624249, KOI-356, WISE J195056.72+493813.5",True,2022-05-01,
6,2MASS J19435299+4331469,,,-0.38,,5774.0,,7835312,True,2022-05-01,
7,2MASS J19500609+4924052,,,0.07,,5427.0,,11520459,True,2022-05-01,
8,2MASS J20034289+4421237,,,,,5780.0,,8395860,True,2022-05-01,
9,Kepler-479,,4.27,-0.02,,5247.0,,"2MASS J19240524+3746112, KIC 2441495, KOI-166, WISE J192405.25+374611.4",True,2022-05-01,
10,KMT-2016-BLG-1107,,,,,,,None,True,2022-05-01,
11,2MASS J19150956+4543388,,,-0.56,,5126.0,,9274092,True,2022-05-01,
12,XTE J1751-305,,,,,,,None,True,2022-05-01,
13,Kepler-896,,5.01,-0.1,,5262.0,,"2MASS J18494540+4344041, KIC 7939330, KOI-1581, WISE J184945.39+434404.0",True,2022-05-01,
14,HD 39194,,,,K0V,,,None,True,2022-05-01,
15,Kepler-629,,1.91,0.01,,5444.0,,"2MASS J19174027+3956420, KIC 4827723, KOI-632, WISE J191740.29+395642.2",True,2022-05-01,
16,K2-127,,,-0.11,K3V,4575.0,,"EPIC 212554013, 2MASS J13481881-1135204, WISE J134818.79-113520.3",True,2022-05-01,
17,Kepler-1638,,4.37,-0.01,,5710.0,,"2MASS J19415577+4831280, KIC 11037818, KOI-5856, WISE J194155.75+483128.2",True,2022-05-01,
18,Kepler-1246,,3.89,-0.03,,4611.0,,"2MASS J19103777+4858557, KIC 11236244, KOI-2460, WISE J191037.74+485855.8",True,2022-05-01,
19,Kepler-81,,,-0.2,M0 V,4500.0,,"2MASS J19343286+4249298, KIC 7287995, KOI-877, WISE J193432.86+424929.4",True,2022-05-01,
20,2MASS J19420050+3859007,,,-0.42,,6312.0,,3866536,True,2022-05-01,
21,Kepler-1697,,,0.48,,5017.0,,"7742408, 2MASS J19103921+4328172, KIC 7742408, KOI-3478, WISE J191039.20+432817.1",True,2022-05-01,
22,K2-83,,,,,3910.0,,"2MASS J03593637+1533320, EPIC 210508766, WISE J035936.34+153331.8",True,2022-05-01,
23,2MASS J19352766+4948010,,,-0.14,,5830.0,,11716643,True,2022-05-01,
24,WASP-22,,,-0.05,,6000.0,,None,True,2022-05-01,
25,2MASS J19431548+4741252,,,-0.22,,6117.0,,10480982,True,2022-05-01,
26,HD 191939,,7.0,-0.16,G8V,5427.0,,None,True,2022-05-01,
27,alf Ari,,,-0.09,K2III,4553.0,,None,True,2022-05-01,
28,HD 95086,Imaging,0.017,,A8III,7550.0,,None,True,2022-05-01,
29,WASP-92,,,0.0,F7,6280.0,,None,True,2022-05-01,
30,2MASS J19184337+4944449,,,0.07,,6711.0,,11658036,True,2022-05-01,
31,CI Tau,Imaging,0.002,,K4IV,,Yes,None,True,2022-05-01,
32,Kepler-313,,,-0.112,,5727.0,,"2MASS J19531078+4846316, KIC 11153121, KOI-1647, WISE J195310.79+484631.3",True,2022-05-01,
33,TOI-561,,10.0,-0.4,,5326.0,,None,True,2022-05-01,
34,2MASS J19462561+4428225,,,-0.74,,5592.0,,8444552,True,2022-05-01,
35,11 Oph,,0.011,,M9,2375.0,,"Oph 1622-2405, Oph 11A",True,2022-05-01,
36,Kepler-151,,,-0.102,,5460.0,,"2MASS J19283906+4101236, KIC 5791986, KOI-413, WISE J192839.06+410123.5",True,2022-05-01,
37,HD 28254 A,,,0.36,G1IV/V,5664.0,,HD 28254,True,2022-05-01,
38,HD 25171,,2.0,-0.11,F8V,6160.0,,None,True,2022-05-01,
39,Kepler-655,,3.39,0.0,,6170.0,,"2MASS J19490218+4650354, KIC 9965439, KOI-722, WISE J194902.17+465035.4",True,2022-05-01,
40,Kepler-244,,,-0.191,,5554.0,,"2MASS J19085824+4218049, KIC 6849310, KOI-864, WISE J190858.22+421804.7",True,2022-05-01,
41,WASP-145 A,,0.5,-0.04,K2V,4900.0,,None,True,2022-05-01,
43,Kepler-1484,,3.98,-0.17,,5730.0,,"2MASS J19304422+3807346, KIC 2995392, KOI-3379, WISE J193044.21+380734.5",True,2022-05-01,
44,2MASS J18474909+4358501,,,-0.4,,5437.0,,8076215,True,2022-05-01,
45,Kepler-156,,,-0.014,,5094.0,,"2MASS J19211116+3744581, KIC 2438264, KOI-440, WISE J192111.15+374458.0",True,2022-05-01,
46,2MASS J19145439+4436270,,,-0.56,,5654.0,,8552202,True,2022-05-01,
47,2MASS J19291584+4237345,,,-0.18,,6122.0,,7119481,True,2022-05-01,
48,Kepler-556,,4.17,0.03,,5740.0,,"2MASS J19220706+3856335, KIC 3847138, KOI-444, WISE J192207.06+385633.8",True,2022-05-01,
49,2MASS J19193227+4154235,,,-0.16,,5708.0,,6516185,True,2022-05-01,
50,KIC 5095269 (AB),,,,F7V/M,,,"2MASS J19221246+4014060, KOI-6518",True,2022-05-01,
51,Kepler-510,,10.47,-0.35,,5746.0,,"2MASS J19103720+3914394, KIC 4143755, KOI-281, WISE J191037.19+391439.1",True,2022-05-01,
52,2MASS J19465353+4906239,,,-0.02,,4911.0,,11361283,True,2022-05-01,
53,HIP 11915,,4.0,-0.059,G5V,5760.0,,None,True,2022-05-01,
54,2MASS J19493437+4700412,,,-0.22,,5571.0,,10090854,True,2022-05-01,
55,2MASS J19112170+4535591,,,0.2,,4902.0,,9145861,True,2022-05-01,
56,HD 98649,,2.42,0.05,G4V,5790.0,,None,True,2022-05-01,
57,Kepler-274,,,-0.188,,6023.0,,"2MASS J19314146+3828382, KIC 3348082, KOI-1196, WISE J193141.47+382838.0",True,2022-05-01,
58,Kepler-1145,,4.79,-0.13,,5064.0,,"2MASS J19411395+4302398, KIC 7457296, KOI-2213",True,2022-05-01,
59,Kepler-1106,,3.09,0.0,,6104.0,,"2MASS J19243484+4403451, KIC 8164012, KOI-2116, WISE J192434.84+440344.9",True,2022-05-01,
60,Kepler-176,,,0.072,,5232.0,,"2MASS J19384031+4351117, KIC 8037145, KOI-520, WISE J193840.29+435111.5",True,2022-05-01,
61,FL Lyr,,,,G0V,,,None,True,2022-05-01,
62,K2-119,,,-0.05,K5V,4740.0,,"EPIC 211770795, 2MASS J08480233+1654067, WISE J084802.35+165406.4",True,2022-05-01,
63,Kepler-1051,,1.74,0.04,,6675.0,,"2MASS J19403794+4053558, KIC 5631630, KOI-2010, WISE J194037.93+405355.9",True,2022-05-01,
64,HD 169830,,4.95,0.21,F8 V,6266.0,,None,True,2022-05-01,
65,2MASS J18485585+4816163,,,-0.1,,5344.0,,10843203,True,2022-05-01,
66,Kepler-805,,4.27,-0.06,,6112.0,,"2MASS J19325518+4503119, KIC 8822366, KOI-1282, WISE J193255.19+450312.0",True,2022-05-01,
67,TOI-1634,,,0.23,M2,3550.0,,None,True,2022-05-01,
68,2MASS J19291906+4750082,,,-0.56,,6070.0,,10601163,True,2022-05-01,
69,Gl 686,,,-0.3,M1,3663.0,,None,True,2022-05-01,
70,2MASS J19385224+4529087,,,-0.38,,6192.0,,9097120,True,2022-05-01,
71,Kepler-503,,,0.09,,5754.0,,None,True,2022-05-01,
72,HD 190007,,1.0,0.16,K3/4 V,4610.0,,"2MASS J20024703+0319344, BD+02 4076, GJ 775, HIP 98698, IRAS 20002+0310, LSPM J2002+0319, SAO 125379, TIC 345217789, TYC 0498-02720-1, V1654 Aql, WISE J200246.98+031935.5",True,2022-05-01,
73,Kepler-267,,,0.028,M1 V,4258.0,,"2MASS J19591929+4709268, KIC 10166274, KOI-1078, WISE J195919.32+470927.2",True,2022-05-01,
74,HD 18742,,2.3,-0.04,G8/K0,4940.0,,None,True,2022-05-01,
75,HD 213885,,3.8,-0.04,G,5978.0,,TOI-141,True,2022-05-01,
76,Kepler-1652,,3.2,-0.3,M2V,3638.0,,"KIC 11768142, 2MASS J19372786+4954542, KOI-2626",True,2022-05-01,
77,Kepler-1293,,2.82,0.0,,6241.0,,"2MASS J19200622+4820094, KIC 10916600, KOI-2623, WISE J192006.21+482009.3",True,2022-05-01,
78,2MASS J19421269+4528243,,,-0.56,,5833.0,,9099773,True,2022-05-01,
79,HD 188015,,6.2,0.29,G5IV,5520.0,,None,True,2022-05-01,
80,HD 16141 A,,7.76,0.02,G5 IV,5533.0,,HD 16141,True,2022-05-01,
81,2MASS J19071141+4225152,,,-0.04,,6543.0,,6934045,True,2022-05-01,
82,2MASS J20050688+4415019,,,-0.06,,6031.0,,8331612,True,2022-05-01,
83,2MASS J19241608+4404163,,,-0.26,,5505.0,,8163784,True,2022-05-01,
84,Kepler-75,,6.2,0.3,K0 V,5200.0,,"2MASS J19243302+3634385, KIC 757450, KOI-889, WISE J192433.02+363438.3",True,2022-05-01,
85,Kepler-447,,,0.07,G8 V,5493.0,,"2MASS J19010446+4833360, KIC 11017901, KOI-1800, WISE J190104.44+483335.7",True,2022-05-01,
86,2MASS J19215653+4037505,,,-0.16,,6528.0,,5444276,True,2022-05-01,
87,2MASS J19190732+4953475,,,-0.4,,5937.0,,11709124,True,2022-05-01,
88,2MASS J19323783+4015457,,,-0.3,,5693.0,,5103998,True,2022-05-01,
89,2MASS J19363310+4222138,,,-0.44,,5975.0,,6871071,True,2022-05-01,
90,2MASS J19485769+4323516,,,-0.4,,5110.0,,7700500,True,2022-05-01,
91,Kepler-1359,,2.34,0.11,,4709.0,,"2MASS J19180931+4153341, KIC 6436029, KOI-2828, WISE J191809.31+415334.0",True,2022-05-01,
92,2MASS J19513777+4501563,,,-0.18,,5494.0,,8836888,True,2022-05-01,
93,OGLE-2015-BLG-1649,,,,,,,None,True,2022-05-01,
94,HD 216770,,3.6,0.23,K1 V,5248.0,,None,True,2022-05-01,
95,OGLE-2018-BLG-1269L,,,,,,,None,True,2022-05-01,
96,2MASS J19261360+4212510,,,0.56,,3702.0,,6776555,True,2022-05-01,
97,HD 72490,,,,G5,4934.0,,None,True,2022-05-01,
98,2MASS J19472622+5033365,,,-0.44,,5893.0,,12072872,True,2022-05-01,
99,2MASS J19263296+4433511,,,,,,,8494783,True,2022-05-01,
100,KIC 12454613,,,0.03,,5420.0,,None,True,2022-05-01,
101,HD 148427,,2.5,0.154,K0IV,5052.0,,None,True,2022-05-01,
102,Kepler-96,,2.34,0.04,,5690.0,,"KIC 5383248, KOI-261, 2MASS J19481670+4031304, WISE J194816.74+403130.6",True,2022-05-01,
103,2MASS J19314900+4156052,,,-0.22,,6487.0,,6525946,True,2022-05-01,
104,Kepler-1081,,4.68,0.01,,5345.0,,"2MASS J19174668+4119039, KIC 6035124, KOI-2071, WISE J191746.72+411904.7",True,2022-05-01,
105,NGTS-12,,9.4,-0.03,,5690.0,,None,True,2022-05-01,
106,2MASS J19042138+4522084,,,-0.08,,4944.0,,9008103,True,2022-05-01,
107,Kepler-641,,7.08,0.15,,5713.0,,"2MASS J19271763+4230583, KIC 7033671, KOI-670, WISE J192717.64+423058.3",True,2022-05-01,
108,OGLE-TR-111,,1.1,0.12,G or K,5070.0,,None,True,2022-05-01,
109,Kepler-1352,,3.16,0.0,,6118.0,,"2MASS J19224649+4842053, KIC 11135308, KOI-2805, WISE J192246.50+484205.2",True,2022-05-01,
110,Kepler-1205,,4.9,-0.04,,5226.0,,"2MASS J19210712+4130541, KIC 6200235, KOI-2350, WISE J192107.07+413054.0",True,2022-05-01,
111,HD 360,,,,G8 III,,,None,True,2022-05-01,
112,2MASS J19551857+4715278,,,-0.36,,6632.0,,10228942,True,2022-05-01,
113,HD 30669,,4.8,0.13,G9V,5400.0,,None,True,2022-05-01,
114,IX Draconis,,,,DN,,,"IX Dra, 2MASS J18123148+6704463",True,2022-05-01,
115,Kepler-1364,,1.58,0.04,,6805.0,,"2MASS J19403652+4935153, KIC 11565924, KOI-2837, WISE J194036.52+493515.3",True,2022-05-01,
116,HD 190647,,2.0,0.24,G5,5628.0,,None,True,2022-05-01,
117,NGTS-8,,12.48,0.24,KOV,5241.0,,None,True,2022-05-01,
118,Kepler-554,,5.62,0.14,,5447.0,,"2MASS J19453764+5121293, KIC 12470954, KOI-439, WISE J194537.65+512129.4",True,2022-05-01,
120,Kepler-1158,,2.88,0.18,,6203.0,,"2MASS J19285614+4134307, KIC 6206214, KOI-2252, WISE J192856.13+413430.7",True,2022-05-01,
121,Kepler-1167,,4.27,-0.05,,4971.0,,"2MASS J19531265+4741384, KIC 10489345, KOI-2266, WISE J195312.60+474138.1",True,2022-05-01,
122,2MASS J19140739+4056322,,,0.12,,5680.0,,5695396,True,2022-05-01,
123,2MASS J19123673+4328248,,,0.07,,6063.0,,7743464,True,2022-05-01,
124,2MASS J19380944+4336280,,,-0.26,,5635.0,,7899070,True,2022-05-01,
125,Kepler-1528,,3.89,0.03,,5857.0,,"2MASS J19093670+4634263, KIC 9761615, KOI-3911, WISE J190936.74+463426.2",True,2022-05-01,
126,2MASS J19182525+4357102,,,-0.1,,6151.0,,8091197,True,2022-05-01,
127,2MASS J18574584+4037300,,,-1.0,,4530.0,,5428657,True,2022-05-01,
128,Kepler-904,,3.02,0.05,,6160.0,,"2MASS J19151750+4023205, KIC 5177104, KOI-1603, WISE J191517.49+402320.4",True,2022-05-01,
129,2MASS J19502859+4746045,,,-0.28,,6099.0,,10551346,True,2022-05-01,
130,Teegarden's,,8.0,-0.19,M7.0V,,,GAT 1370,True,2022-05-01,
131,2M 2236+4751,,0.12,,K7,,,None,True,2022-05-01,
132,Kepler-585,,3.63,0.03,,5593.0,,"2MASS J19060683+4352242, KIC 8015907, KOI-517, WISE J190606.83+435224.1",True,2022-05-01,
133,2MASS J19244993+4514398,,,-0.12,,6225.0,,8951215,True,2022-05-01,
134,Kepler-1244,,1.7,0.05,,6680.0,,"2MASS J18491229+4630583, KIC 9753154, KOI-2457, WISE J184912.29+463058.2",True,2022-05-01,
135,2MASS J19005200+4116567,,,0.2,,4922.0,,5942808,True,2022-05-01,
136,HD 177565,Imaging,,,G6V,,,None,True,2022-05-01,
137,HD 122562,,,0.31,G5,4958.0,,None,True,2022-05-01,
138,Kepler-801,,3.55,-0.17,,4435.0,,"2MASS J19041805+4439527, KIC 8547140, KOI-1266, WISE J190418.04+443952.6",True,2022-05-01,
139,Kepler-731,,3.8,0.04,,5849.0,,"2MASS J19453436+4534068, KIC 9166862, KOI-931",True,2022-05-01,
140,Kepler-1321,,4.17,-0.45,,4094.0,,"2MASS J19380686+4638274, KIC 9837661, KOI-2715, WISE J193806.88+463827.6",True,2022-05-01,
141,HATS-15,,11.0,0.0,,5311.0,,2MASS 20442207-1926150,True,2022-05-01,
142,DENIS J185950.9-370632,,7.5,,M8V,,,"2MASSW J1858509-370631, 2MASS J18595094-3706313",True,2022-05-01,
143,NLTT 5306,,0.71,,,7756.0,,"LSPM J0135+1445, WD 0132+145",True,2022-05-01,
144,HD 64121,,,-0.21,G8/K0III,5966.0,,None,True,2022-05-01,
145,Kepler-1025,,3.31,-0.03,,6089.0,,"2MASS J18580244+4357419, KIC 8081187, KOI-1951, WISE J185802.45+435741.7",True,2022-05-01,
146,Kepler-127,,,-0.154,,6106.0,,"2MASS J19004559+4601406, KIC 9451706, KOI-271, WISE J190045.58+460140.9",True,2022-05-01,
147,2MASS J19120243+4658426,,,-0.06,,6434.0,,10003058,True,2022-05-01,
148,2MASS J19024538+4111226,,,-0.64,,5830.0,,5859725,True,2022-05-01,
149,XTE J1807-294,,,,,,,None,True,2022-05-01,
150,Kepler-1271,,3.63,-0.01,,6143.0,,"2MASS J19052262+3724431, KIC 1996180, KOI-2534, WISE J190522.63+372442.8",True,2022-05-01,
151,Kepler-1446,,2.63,0.11,,4865.0,,"2MASS J19174175+4643342, KIC 9885417, KOI-3246, WISE J191741.76+464333.9",True,2022-05-01,
152,HD 215497,,7.0,0.23,K3V,5113.0,,None,True,2022-05-01,
153,2MASS J19395900+4507104,,,-0.16,,5839.0,,8894646,True,2022-05-01,
154,OGLE-2005-169L,,,,K5,,,None,True,2022-05-01,
155,2MASS J19370008+3956381,,,-0.08,,5632.0,,4844470,True,2022-05-01,
156,ZTF-J1622+47,,,,,29000.0,,None,True,2022-05-01,
157,Kepler-148,,,0.143,,5272.0,,"2MASS J19190869+4651316, KIC 9946525, KOI-398, WISE J191908.68+465131.6",True,2022-05-01,
158,2MASS J19225746+3824509,,,0.14,,5146.0,,3339538,True,2022-05-01,
159,2MASS J19111320+4600041,,,-0.7,,4239.0,,9456281,True,2022-05-01,
160,TOI-402,,7.5,0.03,,5131.0,,HD 15337,True,2022-05-01,
161,Kepler-538,,5.3,-0.03,,5547.0,,"2MASS J19495685+4937244, KIC 11623629, KOI-365, Kepler-538 A, TYC 3565-1191-1, WISE J194956.79+493724.2",True,2022-05-01,
162,2M 1253+2734,,,,,,,None,True,2022-05-01,
163,GJ 422,,,,M3.5V,3323.0,,HIP 55042,True,2022-05-01,
164,Kepler-15,,3.7,0.36,,5515.0,,"2MASS J19444814+4908244, KIC 11359879, KOI-128, WISE J194448.21+490824.1",True,2022-05-01,
165,nu Oph,,,0.13,K0III,4928.0,,None,True,2022-05-01,
166,HD 97048,Imaging,0.003,,A0V,,,None,True,2022-05-01,
167,TOI-2406,Imaging,,-0.38,M4V,3100.0,,None,True,2022-05-01,
168,TOI-132,,6.34,0.16,G8V,5397.0,,None,True,2022-05-01,
169,2MASS J19110454+4649550,,,-0.14,,6170.0,,9943009,True,2022-05-01,
170,EPIC 211821192,,,,,5786.0,,None,True,2022-05-01,
171,2MASS J19001520+4410043,,,-0.06,,6422.0,,8218274,True,2022-05-01,
172,CoRoT-6,,,-0.2,F9V,6090.0,,None,True,2022-05-01,
173,BD+03 2562,,5.25,-0.71,,4095.0,,None,True,2022-05-01,
174,Kepler-442,,2.9,-0.37,,4402.0,,"2MASS J19012797+3916482, KIC 4138008, KOI-4742, WISE J190127.98+391648.2",True,2022-05-01,
175,2MASS J19213401+4326252,,,0.07,,5936.0,,7749002,True,2022-05-01,
176,GJ 911,,,,MOV,,,HIP 117886,True,2022-05-01,
177,Kepler-476,,5.37,0.04,,5837.0,,"2MASS J19403931+4357469, KIC 8107380, KOI-162, WISE J194039.31+435746.9",True,2022-05-01,
178,HATS-58A,,0.31,,,7175.0,,None,True,2022-05-01,
179,2MASS J19373712+4633566,,,0.24,,4965.0,,9776907,True,2022-05-01,
180,PSR J2055+3829,,,,,,,None,True,2022-05-01,
181,Kepler-983,,1.41,0.12,,6052.0,,"2MASS J19002497+4500294, KIC 8804397, KOI-1853, WISE J190024.97+450029.3",True,2022-05-01,
182,Kepler-1422,,3.02,0.0,,6194.0,,"2MASS J19353364+4820100, KIC 10924562, KOI-3063, WISE J193533.66+482009.7",True,2022-05-01,
183,2MASS J19274405+3849379,,,-0.14,,5823.0,,3748855,True,2022-05-01,
184,2MASS J19595712+4355038,,,-0.04,,5465.0,,8125917,True,2022-05-01,
185,2MASS J19241372+4437565,,,0.02,,5244.0,,8558011,True,2022-05-01,
186,HD 131664,,2.4,0.32,G3V,5886.0,,None,True,2022-05-01,
187,HD 5388,,,-0.27,F6V,6297.0,,None,True,2022-05-01,
188,2MASS J19522290+4444134,,,0.04,,6053.0,,8644365,True,2022-05-01,
189,2MASS J19260941+4426494,,,-0.08,,6453.0,,8430053,True,2022-05-01,
190,2MASS J19001016+4454376,,,,,,,8739209,True,2022-05-01,
191,2MASS J19243945+4519058,,,-0.04,,6018.0,,9020114,True,2022-05-01,
192,Kepler-528,,5.5,0.02,,5807.0,,"2MASS J19424435+4744530, KIC 10545066, KOI-337, WISE J194244.36+474453.1",True,2022-05-01,
193,2MASS J19220298+5038574,,,-0.3,,6384.0,,12109267,True,2022-05-01,
194,Kepler-886,,3.39,-0.01,,6098.0,,"2MASS J19050521+4335428, KIC 7808587, KOI-1533, WISE J190505.21+433542.7",True,2022-05-01,
195,Kepler-1281,,4.37,-0.04,,5353.0,,"2MASS J19412506+4830554, KIC 11037511, KOI-2580, WISE J194125.05+483055.2",True,2022-05-01,
196,Kepler-1328,,4.57,0.0,,5780.0,,"2MASS J18584209+4425039, KIC 8415200, KOI-2730, WISE J185842.09+442503.8",True,2022-05-01,
197,2MASS J18464598+4223511,,,-0.14,,6469.0,,6837283,True,2022-05-01,
198,2MASS J19203724+4415144,,,-0.38,,6290.0,,8295087,True,2022-05-01,
199,2MASS J19085054+4450568,,,0.04,,5468.0,,8678664,True,2022-05-01,
200,2MASS J19004979+4523036,,,0.2,,5406.0,,9006186,True,2022-05-01,
201,2MASS J19432120+4125383,,,-0.54,,5126.0,,6137704,True,2022-05-01,
202,K2-190,,,-0.19,,5631.0,,"2MASS J13412725-1309392, EPIC 212480208, TYC 5552-1202-1, WISE J134127.17-130939.0",True,2022-05-01,
203,HATS-69,,8.0,0.377,,5137.0,,None,True,2022-05-01,
204,Kepler-5,,,0.04,,6297.0,,"2MASS J19573768+4402061, KIC 8191672, KOI-18, WISE J195737.69+440206.0",True,2022-05-01,
205,PSR J1502-6752,,,,PSR,,,None,True,2022-05-01,
206,Kepler-1467,,4.37,-0.07,,5332.0,,"2MASS J19401164+4520336, KIC 9031209, KOI-3316, WISE J194011.61+452033.0",True,2022-05-01,
207,PSR B1937+21,,,,,,,PSR J1939+2134,True,2022-05-01,
208,2MASS J19284009+4843393,,,-0.02,,6117.0,,11138155,True,2022-05-01,
209,2MASS J19031096+4421018,,,-0.18,,6277.0,,8352009,True,2022-05-01,
210,Kepler-496,,4.57,-0.03,,5293.0,,"2MASS J19263381+4114277, KIC 5959753, KOI-226, WISE J192633.80+411427.9",True,2022-05-01,
211,2MASS J19202701+3823595,,,-0.2,,8162.0,,3230227,True,2022-05-01,
212,Kepler-468,,2.0,0.1,,5498.0,,"2MASS J19153653+4922137, KIC 11449844, KOI-125, WISE J191536.53+492213.5",True,2022-05-01,
213,KELT-6,,4.9,-0.27,F,6272.0,,None,True,2022-05-01,
214,HAT-P-65,,5.46,0.1,,5835.0,,None,True,2022-05-01,
215,2MASS J19100840+4948059,,,-0.04,,5311.0,,11705004,True,2022-05-01,
216,K2-36,,1.4,-0.09,K2 V,4916.0,,"EPIC 201713348, 2MASS J11174778+0351590, TYC 266-622-1, WISE J111747.76+035159.2",True,2022-05-01,
217,2MASS J18463599+4207554,,,,,,,6665064,True,2022-05-01,
218,2MASS J19420628+3948246,,,-0.16,,5551.0,,4760959,True,2022-05-01,
219,2MASS J19542275+4126094,,,-0.3,,4696.0,,6149910,True,2022-05-01,
220,K2-49,,,,,4175.0,,"2MASS J11491686+0328318, EPIC 201690311, WISE J114916.85+032831.9",True,2022-05-01,
221,Kepler-252,,,-0.67,M0 V,4208.0,,"2MASS J19421904+4432454, KIC 8505670, KOI-912, WISE J194219.03+443245.3",True,2022-05-01,
222,GW Ori ABC,,,,G5,,,None,True,2022-05-01,
223,70 Vir,IR Excess,7.09,-0.11,G4 V,5432.0,,HR 117176,True,2022-05-01,
224,Kepler-830,,3.47,-0.02,,6037.0,,"2MASS J19401302+4245246, KIC 7211469, KOI-1377, WISE J194013.02+424524.4",True,2022-05-01,
225,Kepler-247,,,0.21,,5100.0,,"2MASS J19143420+4302214, KIC 7434875, KOI-884, WISE J191434.21+430221.6",True,2022-05-01,
226,2MASS J19153323+4114482,,,-0.1,,3582.0,,5951140,True,2022-05-01,
227,2MASS J19555882+4554342,,,0.44,,5721.0,,9425139,True,2022-05-01,
228,HAT-P-27,,4.4,0.29,G8,5300.0,,WASP-40,True,2022-05-01,
229,HATS-67,,0.44,0.34,,6605.0,,None,True,2022-05-01,
230,OGLE--2018-BLG-0516,,,,,,,None,True,2022-05-01,
231,K2-268,,,0.03,,5068.0,,"2MASS J08545028+1150537, EPIC 211413752, WISE J085450.28+115053.7",True,2022-05-01,
232,MOA-2011-BLGL-028L,,,,,,,None,True,2022-05-01,
233,Kepler-1169,,1.38,0.26,,6191.0,,"2MASS J19393877+4629292, KIC 9717943, KOI-2273, WISE J193938.77+462929.3",True,2022-05-01,
234,HD 170469,,6.7,0.3,G5IV,5810.0,,None,True,2022-05-01,
235,GJ 9827,,,-0.28,K6V,4255.0,,None,True,2022-05-01,
236,Kepler-587,,4.79,-0.05,,5549.0,,"2MASS J19144096+4723569, KIC 10266615, KOI-530, WISE J191440.95+472356.9",True,2022-05-01,
237,K2-237,,,0.0,F9 V,6099.0,,"EPIC 229426032, 2MASS 6550453-2842380, 2MASS J16550453-2842380, WISE J165504.52-284238.0",True,2022-05-01,
238,Kepler-395,,,-0.163,,4262.0,,"2MASS J19340266+4508117, KIC 8890150, KOI-2650, WISE J193402.67+450811.8",True,2022-05-01,
239,Kepler-1552,,3.31,-0.07,,5202.0,,"2MASS J19264243+3852296, KIC 3747817, KOI-4103",True,2022-05-01,
240,2MASS J19264939+4437067,,,-0.24,,7105.0,,8559796,True,2022-05-01,
241,2MASS J19391193+4612272,,,-0.08,,5330.0,,9595686,True,2022-05-01,
242,HD 220074,,4.5,-0.25,M2III,3935.0,,None,True,2022-05-01,
243,Kepler-86,,,-0.078,,5629.0,,"KIC 12735740, PH2",True,2022-05-01,
244,WASP-26,,6.0,-0.02,G0,5950.0,,None,True,2022-05-01,
245,WASP-94 A,,,0.26,F8,6170.0,,None,True,2022-05-01,
246,2MASS J19445571+4740442,,,-0.48,,5734.0,,10482160,True,2022-05-01,
247,Kepler-1278,,3.31,0.02,,6074.0,,"2MASS J18514966+4249322, KIC 7259298, KOI-2561, WISE J185149.66+424932.1",True,2022-05-01,
248,SWEEPS-08,,,,,,,None,True,2022-05-01,
249,OGLE-2013-BLG-1761L,,,,M/K,,,None,True,2022-05-01,
250,Kepler-1365,,6.03,0.03,,5770.0,,"2MASS J19284793+4202459, KIC 6607357, KOI-2838, WISE J192847.92+420245.6",True,2022-05-01,
251,2MASS J19345762+4800414,,,-0.28,,5193.0,,10735988,True,2022-05-01,
252,2MASS J19102971+4036197,,,0.07,,6063.0,,5435816,True,2022-05-01,
253,Kepler-1673,,,-0.06,,6220.81,,"11126381, 2MASS J19024010+4843104, KIC 11126381, KOI-1863, WISE J190240.11+484310.5",True,2022-05-01,
254,HD 98736,,7.4,0.24,G5,5544.0,,HD 98736 A,True,2022-05-01,
255,2MASS J19542589+4627132,,,0.08,,5211.0,,9729691,True,2022-05-01,
256,2MASS J19390184+4649520,,,-0.26,,6400.0,,9958387,True,2022-05-01,
257,Kepler-1022,,3.63,0.06,,4445.0,,"2MASS J19172448+4658254, KIC 10005788, KOI-1940, WISE J191724.49+465825.1",True,2022-05-01,
258,2MASS J19241265+4550064,,,-0.2,,5162.0,,9340411,True,2022-05-01,
259,2MASS J19165455+4056581,,,-0.3,,4895.0,,5697395,True,2022-05-01,
260,EPIC 206061524,,,,,,,2MASS J22201376-1306526,True,2022-05-01,
261,2MASS J19440534+4443575,,,-0.02,,5071.0,,8636600,True,2022-05-01,
262,Kepler-402,,,-0.22,,6090.0,,"2MASS J19132885+4321165, KIC 7673192, KOI-2722, WISE J191328.84+432116.5",True,2022-05-01,
263,Kepler-1173,,4.79,0.0,,5252.0,,"2MASS J19323146+4539487, KIC 9221517, KOI-2281, WISE J193231.47+453948.4",True,2022-05-01,
264,2MASS J19301866+4040042,,,-0.18,,6483.0,,5450893,True,2022-05-01,
265,2MASS J18595210+4616345,,,-0.52,,5472.0,,9574614,True,2022-05-01,
266,Pr 0211,,0.79,,G9,,,None,True,2022-05-01,
