id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
38333,Gochuumon wa Usagi Desu ka??: Sing for You,Finished Airing,PG-13 - Teens 13 or older,7.75,77,2022-03-11,False,2019-09-26,
38337,Gochuumon wa Usagi Desu ka? Bloom,Finished Airing,PG-13 - Teens 13 or older,7.95,402,2022-03-11,False,2020-10-10,2020-12-26
38338,The★Fire G-Men,Finished Airing,PG - Children,,1,2022-03-11,False,1974-01-01,
38341,Bai Niao,Finished Airing,G - All Ages,5.88,0,2022-03-11,False,2017-06-13,
38346,And2! And2!,Finished Airing,PG-13 - Teens 13 or older,5.48,0,2022-03-11,False,2018-08-15,
38347,KisKis! Wo de Nanyou Shi Bohe Tang,Finished Airing,G - All Ages,6.01,17,2022-03-11,False,2018-05-01,2018-06-01
38348,Gift±,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2018-09-21,2018-09-28
38349,Wotaku ni Koi wa Muzukashii OVA,Finished Airing,PG-13 - Teens 13 or older,7.93,398,2022-03-11,False,2019-03-29,2021-10-14
38352,Sandwhichman Touhoku Ai Bottle,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-03-06,2018-09-18
38353,Usa Weather Show,Finished Airing,G - All Ages,4.81,1,2022-03-11,False,2018-06-01,
38354,Ganbare! Memeko-chan,Finished Airing,G - All Ages,,0,2022-03-11,False,2008-08-19,
38357,Majimoji Rurumo: Kanketsu-hen,Finished Airing,PG-13 - Teens 13 or older,7.4,18,2022-03-11,False,2019-07-09,
38360,Drifters: The Outlandish Knight,Finished Airing,R - 17+ (violence & profanity),7.32,7,2022-03-11,False,2018-11-30,
38361,Tales of Crestoria,Finished Airing,PG-13 - Teens 13 or older,5.96,2,2022-03-11,False,2018-09-11,2020-04-26
38362,I'll Take You Anywhere,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-09-21,
38363,Ohayou Hakushon Daimaou,Finished Airing,G - All Ages,,0,2022-03-11,False,2014-03-31,2015-03-27
38365,Aigan Kaijuu,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2018-10-07,2019-09-22
38367,Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,Finished Airing,G - All Ages,5.06,0,2022-03-11,False,2018-09-14,
38368,Youkai Ningen Bem: Part II,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,1992-10-21,
38372,Magic Knight Rayearth Pilot,Finished Airing,PG-13 - Teens 13 or older,6.12,1,2022-03-11,False,2014-10-29,
38373,Macross Δ Movie 2: Zettai Live!!!,Finished Airing,PG-13 - Teens 13 or older,,16,2022-03-11,False,2021-10-08,
38375,Port of Wormy,Finished Airing,G - All Ages,,0,2022-03-11,False,2009-01-01,
38376,Factory,Finished Airing,G - All Ages,5.14,0,2022-03-11,False,2012-06-08,
38378,Lei Su Deng Shandian Chong Xian 2,Finished Airing,G - All Ages,5.86,0,2022-03-11,False,2010-01-01,
38379,Lei Su Deng Shandian Chong Xian 3,Finished Airing,G - All Ages,,0,2022-03-11,False,2012-11-01,
38383,Jashin-chan Dropkick Episode 12,Finished Airing,PG-13 - Teens 13 or older,7.11,8,2022-03-11,False,2018-10-01,
38384,Toyo Suisan x Tanuki to Kitsune,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-09-24,
38385,Dry Dry Try,Finished Airing,G - All Ages,5.92,0,2022-03-11,False,2017-11-15,
38386,Koukyousei Million Arthur,Finished Airing,G - All Ages,5.43,0,2022-03-11,False,2018-09-25,
38387,Kimi no Sekai ni Hanataba wo,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-09-25,
38389,He Wei Dao x Re:Cong Ling Kaishi de Yi Shijie Shenghuo,Finished Airing,G - All Ages,5.97,29,2022-03-11,False,2018-09-21,2019-03-08
38390,Chuubyou Gekihatsu Boy,Finished Airing,PG-13 - Teens 13 or older,6.77,150,2022-03-11,False,2019-10-04,2019-12-13
38392,"Tsunagu, Soramoyou",Finished Airing,G - All Ages,6.25,0,2022-03-11,False,2018-09-21,
38393,Senjuushi: Kijuushi-tachi no Happy Birthday!,Finished Airing,PG-13 - Teens 13 or older,5.58,2,2022-03-11,False,2019-03-06,
38395,Otona no Bouguya-san,Finished Airing,PG-13 - Teens 13 or older,5.62,30,2022-03-11,False,2018-10-09,2018-12-25
38397,Nande Koko ni Sensei ga!?,Finished Airing,PG-13 - Teens 13 or older,6.5,804,2022-03-11,False,2019-04-08,2019-06-24
38398,Din Dong Specials,Finished Airing,G - All Ages,,0,2022-03-11,False,2010-02-24,2011-11-21
38400,Free! Movie 4: The Final Stroke,Finished Airing,PG-13 - Teens 13 or older,7.71,165,2022-03-11,False,2021-09-17,
38403,Chuusotsu Worker kara Hajimeru Koukou Seikatsu,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,2018-11-30,2019-01-25
38407,Ishii Hiroyuki x Saitou Souma Essay-shuu,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-09-25,
38408,Boku no Hero Academia 4th Season,Finished Airing,PG-13 - Teens 13 or older,7.97,7941,2022-03-11,False,2019-10-12,2020-04-04
38409,Cike Wu Liuqi,Finished Airing,PG-13 - Teens 13 or older,7.92,759,2022-03-11,False,2018-04-25,2018-06-20
38410,Cike Wu Liuqi Fanwai,Finished Airing,R - 17+ (violence & profanity),7.52,32,2022-03-11,False,2018-08-01,2018-08-22
38411,Eiga Daisuki Pompo-san,Finished Airing,PG-13 - Teens 13 or older,5.47,4,2022-03-11,False,2018-09-27,
38412,Qing Chi Hong Xiaodou Ba!,Finished Airing,G - All Ages,6.37,4,2022-03-11,False,2018-07-05,2018-09-20
38413,Arad: Suming Zhi Men,Finished Airing,PG-13 - Teens 13 or older,6.1,3,2022-03-11,False,2017-04-28,2017-09-01
38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Finished Airing,PG-13 - Teens 13 or older,7.6,442,2022-03-11,False,2019-11-08,
38416,Dixia Cheng Yu Yongshi: Nizhuan Zhi Lun,Finished Airing,None,,3,2022-03-11,False,2020-04-23,2020-07-30
38419,Tokyo One Piece Tower: Tongari Shima no Dai Hihou,Finished Airing,G - All Ages,6.61,7,2022-03-11,False,2016-11-01,
38420,Minimini TV CM,Finished Airing,G - All Ages,,0,2022-03-11,False,2011-09-01,2013-10-01
38422,High Score Girl: Extra Stage,Finished Airing,PG-13 - Teens 13 or older,8.0,135,2022-03-11,False,2019-03-20,
38424,Controller of Controller,Finished Airing,G - All Ages,5.56,0,2022-03-11,False,2016-05-18,
38425,Ikkitousen: Western Wolves,Finished Airing,R+ - Mild Nudity,6.31,12,2022-03-11,False,2019-01-03,2019-02-27
38426,Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,Finished Airing,PG-13 - Teens 13 or older,6.91,10,2022-03-11,False,2018-09-22,
38427,Daifuku-kun@Kin Tele,Finished Airing,PG - Children,,0,2022-03-11,False,2018-10-05,2018-12-21
38429,Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,Finished Airing,PG-13 - Teens 13 or older,6.51,1,2022-03-11,False,2018-12-21,
38431,Persona 5 the Animation TV Specials,Finished Airing,R - 17+ (violence & profanity),6.91,30,2022-03-11,False,2018-12-31,2019-03-23
38433,God Eater Reso Nantoka Gekijou: Episode EX,Finished Airing,PG-13 - Teens 13 or older,5.53,0,2022-03-11,False,2018-08-06,2018-08-08
38435,Yao Shen Ji: Ying Yao Pian,Finished Airing,PG-13 - Teens 13 or older,7.54,22,2022-03-11,False,2018-09-25,2019-02-08
38436,Doupo Cangqiong 3rd Season,Finished Airing,PG-13 - Teens 13 or older,7.71,37,2022-03-11,False,2019-07-21,2019-09-29
38440,Shikizakura,Finished Airing,PG-13 - Teens 13 or older,5.82,50,2022-03-11,False,2021-10-10,2021-12-26
38444,God Eater Resonant Ops,Finished Airing,G - All Ages,6.0,4,2022-03-11,False,2018-03-24,
38445,loTus feat. Pt. Ajay Pohankar,Finished Airing,G - All Ages,5.65,0,2022-03-11,False,2018-04-09,
38446,Larva Island,Finished Airing,G - All Ages,5.67,0,2022-03-11,False,2018-10-19,
38449,Choujigen Kakumei Anime: Dimension High School,Finished Airing,PG-13 - Teens 13 or older,5.1,13,2022-03-11,False,2019-01-10,2019-03-21
38450,Mo Dao Zu Shi: Xian Yun Pian,Finished Airing,R - 17+ (violence & profanity),8.45,975,2022-03-11,False,2019-08-03,2019-09-21
38451,Reizouko no Tsukenosuke!,Currently Airing,G - All Ages,,0,2022-03-11,True,2018-10-01,
38456,Megane no Mahou,Finished Airing,G - All Ages,6.26,0,2022-03-11,False,2018-09-24,
38461,Timing (Movie),Finished Airing,R - 17+ (violence & profanity),6.1,2,2022-03-11,False,2014-10-03,
38464,Ashita Sekai ga Owaru toshitemo,Finished Airing,None,6.39,42,2022-03-11,False,2019-01-25,
38467,Wu Geng Ji Zhi San Jie,Finished Airing,PG-13 - Teens 13 or older,7.25,8,2022-03-11,False,2019-12-20,2020-10-09
38469,Hanasaku Kizuna no Romantan,Finished Airing,G - All Ages,5.17,1,2022-03-11,False,2018-09-01,
38471,Idol Fantasy,Finished Airing,G - All Ages,5.35,0,2022-03-11,False,2018-07-13,
38472,Isekai Quartet,Finished Airing,PG-13 - Teens 13 or older,7.41,956,2022-03-11,False,2019-04-10,2019-06-26
38473,Itsuka Aeru Kimi ni,Finished Airing,G - All Ages,5.67,1,2022-03-11,False,2018-10-06,
38474,Yuru Camp△ Season 2,Finished Airing,PG-13 - Teens 13 or older,8.54,2405,2022-03-11,False,2021-01-07,2021-04-01
38475,Yuru Camp△ Movie,Not yet aired,PG-13 - Teens 13 or older,,93,2022-03-11,False,2022-07-01,
38476,Heya Camp△,Finished Airing,PG-13 - Teens 13 or older,7.28,101,2022-03-11,False,2020-01-06,2020-03-23
38477,Start no Aizu,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-10-07,
38478,"Caribadix ""Renai Revolution 21"" Cover MV",Finished Airing,G - All Ages,,0,2022-03-11,False,2018-10-07,
38480,Toaru Kagaku no Accelerator,Finished Airing,R - 17+ (violence & profanity),7.19,781,2022-03-11,False,2019-07-12,2019-09-27
38481,Toaru Kagaku no Railgun T,Finished Airing,R - 17+ (violence & profanity),8.2,2959,2022-03-11,False,2020-01-10,2020-09-25
38483,Ore wo Suki nano wa Omae dake ka yo,Finished Airing,PG-13 - Teens 13 or older,7.34,1976,2022-03-11,False,2019-10-03,2019-12-26
38484,Shenmi Shijie Lixian Ji 3,Finished Airing,G - All Ages,,0,2022-03-11,False,2016-07-29,
38485,Readyyy!,Finished Airing,G - All Ages,5.53,3,2022-03-11,False,2018-08-26,
38486,Go Now!,Finished Airing,G - All Ages,6.0,0,2022-03-11,False,2018-04-17,
38487,Daitan Futeki ni Koi Shitai,Finished Airing,G - All Ages,5.69,0,2022-03-11,False,2018-11-12,
38488,Special Nu World,Finished Airing,G - All Ages,5.77,0,2022-03-11,False,2018-10-16,
38489,Feng Yu Zhou,Finished Airing,PG-13 - Teens 13 or older,7.04,3,2022-03-11,False,2018-08-03,
38490,Xi Xing Ji,Finished Airing,PG-13 - Teens 13 or older,6.7,6,2022-03-11,False,2018-07-18,2018-10-10
38491,Xingchen Bian,Finished Airing,PG-13 - Teens 13 or older,7.54,38,2022-03-11,False,2018-10-05,2018-12-14
38493,Sofy Soft Tampon: Drive Ryokou-hen,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-07-29,
38495,"Supa Dupa Fly feat. Shounan no Kaze, Moomin, Kenty Gross, Bes, Apollo, Natural Weapon, Doraku",Finished Airing,G - All Ages,,0,2022-03-11,False,2018-10-09,
38496,Matsuda-ke Curry Battle,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-10-01,
38497,"Watashi no Na wa Outafukuko: Chiisana Shiawase wo, Chikyuu no Shiawase ni.",Finished Airing,G - All Ages,,0,2022-03-11,False,2018-10-10,2018-12-10
38498,Banana ga Suki,Finished Airing,G - All Ages,4.76,0,2022-03-11,False,2018-10-10,
38500,New Yoku feat. Chan-Mika,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-05-21,
38501,Catalyst,Finished Airing,R+ - Mild Nudity,5.14,0,2022-03-11,False,2015-12-20,
38502,Mizu no Naka no Suisougaku,Finished Airing,G - All Ages,,0,2022-03-11,False,2016-11-02,
38503,Relaxin',Finished Airing,G - All Ages,,0,2022-03-11,False,2013-08-17,
38504,Ongaku wa Tomatta,Finished Airing,G - All Ages,,0,2022-03-11,False,2013-01-06,
38505,Kunchi,Finished Airing,G - All Ages,,0,2022-03-11,False,2012-10-09,
38506,Tokyo Art Month,Finished Airing,G - All Ages,,0,2022-03-11,False,2011-10-01,
38507,Houkago no Thesaurus,Finished Airing,G - All Ages,,0,2022-03-11,False,2011-10-11,
38508,Kanabun no Koushin,Finished Airing,R+ - Mild Nudity,4.97,0,2022-03-11,False,2011-05-04,
38509,Kensaku Shounen,Finished Airing,G - All Ages,,0,2022-03-11,False,2010-08-01,
38510,Adobe Student and Teacher Edition,Finished Airing,G - All Ages,5.13,3,2022-03-11,False,2009-12-01,
38511,Oniwa no Soto,Finished Airing,G - All Ages,,0,2022-03-11,False,2014-06-23,2014-08-14
38520,Inko Colors the Animation,Finished Airing,G - All Ages,6.46,5,2022-03-11,False,2017-03-16,
38521,Tengu Desu,Finished Airing,G - All Ages,5.32,0,2022-03-11,False,2018-10-11,
38524,Shingeki no Kyojin Season 3 Part 2,Finished Airing,R - 17+ (violence & profanity),9.08,49008,2022-03-11,False,2019-04-29,2019-07-01
38525,Chuldong! Super Wings,Finished Airing,G - All Ages,,1,2022-03-11,False,2013-09-01,2016-02-25
38526,Chuldong! Super Wings 2,Finished Airing,G - All Ages,,0,2022-03-11,False,2017-04-01,2017-12-30
38527,Gaikotsu Shotenin Honda-san OVA,Finished Airing,PG-13 - Teens 13 or older,6.8,4,2022-03-11,False,2019-02-27,
38528,Quanzhi Fashi III,Finished Airing,PG-13 - Teens 13 or older,7.38,90,2022-03-11,False,2018-10-12,2018-12-22
38529,Rifle Is Beautiful,Finished Airing,PG-13 - Teens 13 or older,6.18,33,2022-03-11,False,2019-10-13,2020-01-18
38530,Doraemon Movie 39: Nobita no Getsumen Tansaki,Finished Airing,PG - Children,7.21,8,2022-03-11,False,2019-03-01,
38533,Huyao Xiao Hongniang: Zhu Ye,Finished Airing,PG-13 - Teens 13 or older,7.36,16,2022-03-11,False,2019-03-01,2019-05-10
38534,Huoli Shaonian Wang 3,Finished Airing,G - All Ages,6.02,1,2022-03-11,False,2010-01-01,
38535,Huoli Shaonian Wang 3: Xuji,Finished Airing,G - All Ages,,0,2022-03-11,False,2012-01-01,
38536,Hitori no Shita: The Outcast 3rd Season,Finished Airing,R - 17+ (violence & profanity),6.83,74,2022-03-11,False,2020-04-24,2020-05-08
38537,Huoli Shaonian Wang zhi You Quan Yingxiong,Finished Airing,G - All Ages,,0,2022-03-11,False,2017-08-18,2017-01-01
38538,Huoli Shaonian Wang zhi Chuanqi Zaixian: Xuji,Finished Airing,G - All Ages,,0,2022-03-11,False,2015-03-20,2015-01-01
38539,Sora ni Rakugaki,Finished Airing,G - All Ages,,1,2022-03-11,False,2018-07-22,
38540,Tantei Opera Milky Holmes: Psycho no Aisatsu,Finished Airing,PG-13 - Teens 13 or older,6.76,0,2022-03-11,False,2018-12-31,
38544,Egao no Daika,Finished Airing,PG-13 - Teens 13 or older,6.05,36,2022-03-11,False,2019-01-04,2019-03-22
38545,Han Solo/Star Wars Story,Finished Airing,G - All Ages,4.78,0,2022-03-11,False,2018-10-17,
38549,TV Yarou Nanaana,Finished Airing,PG-13 - Teens 13 or older,6.26,9,2022-03-11,False,2018-04-06,2018-09-14
38551,Beat in Love (2018),Finished Airing,G - All Ages,5.61,0,2022-03-11,False,2018-10-16,
38552,Sawai Seiyaki Kabushikigaisha CMs,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-04-10,2018-10-17
38554,Aoku Tsuzuku Pass,Finished Airing,G - All Ages,5.67,0,2022-03-11,False,2018-10-12,
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,Finished Airing,PG-13 - Teens 13 or older,7.49,2394,2022-03-11,False,2020-04-05,2020-06-21
38556,Wo Shi Jiang Xiaobai 2nd Season,Finished Airing,PG-13 - Teens 13 or older,6.58,3,2022-03-11,False,2018-11-09,2019-01-25
38557,Zhan Shou Zhi Ren,Currently Airing,PG-13 - Teens 13 or older,,1,2022-03-11,True,2018-11-24,
38558,Laidbackers,Finished Airing,R - 17+ (violence & profanity),6.16,2,2022-03-11,False,2019-04-05,
38560,Sylvanian Families: Mini Story 2nd Season,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-10-03,2018-12-19
38561,Pan to Boku no Momo-chan,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,2018-10-31,2019-01-01
38562,The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2019-03-22,
38568,Susume! Dokan-kun,Finished Airing,G - All Ages,,0,2022-03-11,False,2007-07-07,2007-09-29
38569,Tatakae! Dokan-kun: Gekitou-kun,Finished Airing,G - All Ages,,0,2022-03-11,False,2008-01-05,2008-03-29
38570,Tatakae! Dokan-kun: Robolympic-hen,Finished Airing,G - All Ages,,0,2022-03-11,False,2008-04-05,2008-09-27
38571,Tobidase! Dokan-kun,Finished Airing,G - All Ages,,0,2022-03-11,False,2011-10-26,2011-03-14
38572,Assassins Pride,Finished Airing,PG-13 - Teens 13 or older,5.93,687,2022-03-11,False,2019-10-10,2019-12-26
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,Finished Airing,PG-13 - Teens 13 or older,5.55,401,2022-03-11,False,2019-07-13,2019-09-28
38577,Mystery of Kumamon,Not yet aired,G - All Ages,,0,2022-03-11,False,,
38578,Star☆Twinkle Precure,Finished Airing,G - All Ages,7.44,124,2022-03-11,False,2019-02-03,2020-01-26
38579,Monkey Peak,Finished Airing,None,,1,2022-03-11,False,2018-10-26,2019-04-01
38585,Mahoutsukai ni Narenakatta Onnanoko no Hanashi.,Not yet aired,None,,7,2022-03-11,False,,
38587,BUCK-TICK x HAL,Finished Airing,R+ - Mild Nudity,5.43,0,2022-03-11,False,2018-10-25,
38594,"Kimi to, Nami ni Noretara",Finished Airing,PG-13 - Teens 13 or older,7.61,963,2022-03-11,False,2019-06-21,
38600,Koukaku Kidoutai: Ghost Chaser,Finished Airing,PG-13 - Teens 13 or older,6.2,3,2022-03-11,False,2018-11-02,
38601,Hangyakusei Million Arthur Special,Finished Airing,PG-13 - Teens 13 or older,6.37,1,2022-03-11,False,2019-10-02,
38603,#Compass,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-08-10,2019-09-13
38606,Zhen Hun Jie Recaps,Finished Airing,PG-13 - Teens 13 or older,6.24,3,2022-03-11,False,2016-07-21,2016-07-28
38609,Malta no Kamishibai,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-08-01,2019-01-30
38610,Tejina-senpai,Finished Airing,PG-13 - Teens 13 or older,6.43,419,2022-03-11,False,2019-07-02,2019-09-17
38611,Power Battle Watch Car,Finished Airing,G - All Ages,,1,2022-03-11,False,2016-04-07,2016-07-07
38612,Power Battle Watch Car Season 2,Finished Airing,G - All Ages,,0,2022-03-11,False,2016-08-23,2016-11-15
38613,Power Battle Watch Car: Minicar Battle League - Bulkkoch-ui Jilju,Finished Airing,G - All Ages,,0,2022-03-11,False,2016-08-17,
38614,Power Battle Watch Car: Watch Gamyeon-ui Yeogseub,Finished Airing,G - All Ages,,1,2022-03-11,False,2017-06-01,
38616,Ganbare Chibi Godzilla,Finished Airing,G - All Ages,5.24,1,2022-03-11,False,2018-10-23,
38618,Shimajirou to Ururu no Hero Land,Finished Airing,G - All Ages,,0,2022-03-11,False,2019-03-15,
38619,Joshikousei no Mudazukai,Finished Airing,PG-13 - Teens 13 or older,7.71,572,2022-03-11,False,2019-07-05,2019-09-20
38622,Aware! Meisaku-kun: Ito-Yokado no Randsell,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-07-06,
38623,Aware! Meisaku-kun: Q&A Corner,Currently Airing,G - All Ages,,0,2022-03-11,True,2018-08-03,
38624,Tanuki to Kitsune: Dai 5-kan Hatsubai Kinen Animation,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-11-01,
38626,JRA x Gudetama,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-10-26,2020-11-20
38627,Sawatte! Gudetama: 3-dome no Shoujiki,Finished Airing,PG - Children,,1,2022-03-11,False,2018-03-26,2018-07-02
38628,Hero Mask,Finished Airing,R - 17+ (violence & profanity),6.3,30,2022-03-11,False,2018-12-03,
38629,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,Finished Airing,G - All Ages,6.86,3,2022-03-11,False,2019-04-19,
38631,Kkoma Bus Tayo 5,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-08-29,2019-02-20
38632,Honda-san x Taka no Tsume,Finished Airing,G - All Ages,5.13,0,2022-03-11,False,2018-11-03,
38640,Tug-Tug,Finished Airing,G - All Ages,,0,2022-03-11,False,1998-01-01,
38641,Shayou,Finished Airing,G - All Ages,,0,2022-03-11,False,2007-01-01,
38643,Kazoku Dekki,Finished Airing,G - All Ages,,0,2022-03-11,False,2007-01-01,
38644,Aru Apartment no Isshitsu,Finished Airing,G - All Ages,5.37,0,2022-03-11,False,2008-01-01,
38646,King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,2019-03-23,
38647,King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2019-04-13,
38648,King of Prism: Shiny Seven Stars IV - Louis x Shin x Unknown,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11,False,2019-05-04,
38650,Hakyuu Houshin Engi: Kou-ke no Chi,Finished Airing,PG-13 - Teens 13 or older,5.64,0,2022-03-11,False,2018-10-31,
38653,Dragon Ball Super: Broly - Skytree Super,Finished Airing,PG-13 - Teens 13 or older,7.22,35,2022-03-11,False,2018-11-01,
38656,Darwin's Game,Finished Airing,R - 17+ (violence & profanity),7.26,1992,2022-03-11,False,2020-01-04,2020-03-21
38658,Futon no Naka kara Detakunai,Finished Airing,PG-13 - Teens 13 or older,6.5,2,2022-03-11,False,2018-01-11,
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Finished Airing,PG-13 - Teens 13 or older,7.5,1780,2022-03-11,False,2019-10-02,2019-12-27
38663,Mushikago no Cagaster,Finished Airing,R - 17+ (violence & profanity),6.49,58,2022-03-11,False,2020-02-06,
38664,Final Fantasy XV: Episode Ardyn - Prologue,Finished Airing,PG-13 - Teens 13 or older,6.59,6,2022-03-11,False,2019-02-17,
38667,W'z Special,Finished Airing,PG-13 - Teens 13 or older,5.8,0,2022-03-11,False,2019-02-27,
38668,Dorohedoro,Finished Airing,R - 17+ (violence & profanity),8.07,6271,2022-03-11,False,2020-01-13,2020-03-30
38669,Tsukiuta. The Animation 2,Finished Airing,PG-13 - Teens 13 or older,6.62,27,2022-03-11,False,2020-10-07,2020-12-30
38670,Actors: Songs Connection,Finished Airing,PG-13 - Teens 13 or older,6.29,64,2022-03-11,False,2019-10-06,2019-12-22
38671,Enen no Shouboutai,Finished Airing,PG-13 - Teens 13 or older,7.69,7039,2022-03-11,False,2019-07-06,2019-12-28
38672,Precure Miracle Universe Movie,Finished Airing,PG - Children,6.47,3,2022-03-11,False,2019-03-16,
38673,Mini Toji,Finished Airing,None,6.14,5,2022-03-11,False,2019-01-06,2019-03-17
38674,Higashi Asia Bunka Toshi 2019 Toshima,Finished Airing,G - All Ages,5.71,1,2022-03-11,False,2018-11-06,
38676,Macross Δ Movie: Gekijou no Walküre Specials,Finished Airing,PG-13 - Teens 13 or older,5.85,0,2022-03-11,False,2018-08-28,
38677,Guomin Laogong Dai Huijia 4th Season,Finished Airing,PG-13 - Teens 13 or older,6.17,9,2022-03-11,False,2018-10-03,2018-12-12
38678,Kimi no Matsu Mirai (Basho) e,Finished Airing,G - All Ages,5.87,0,2022-03-11,False,2018-11-11,
38680,Fruits Basket 1st Season,Finished Airing,PG-13 - Teens 13 or older,8.22,11896,2022-03-11,False,2019-04-06,2019-09-21
38681,God Eater 3,Finished Airing,G - All Ages,6.48,2,2022-03-11,False,2018-11-13,
38683,Ryuu ga Gotoku Online x Taka no Tsume,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-11-02,
38685,Mahou Shoujo Liese Prettia,Finished Airing,G - All Ages,,0,2022-03-11,False,2018-11-09,
38688,Meng Ta: Xue Mi Cheng,Finished Airing,PG-13 - Teens 13 or older,6.19,4,2022-03-11,False,2018-06-01,2018-08-10
38689,Guan Hai Ce,Finished Airing,PG-13 - Teens 13 or older,,2,2022-03-11,False,2018-06-17,2018-09-23
38690,Si Hai Jing Qi,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11,False,2018-08-16,2018-11-08
38691,Dr. Stone,Finished Airing,PG-13 - Teens 13 or older,8.3,22914,2022-03-11,False,2019-07-05,2019-12-13
